id,title,vote,answer,view_num,link,time,author,reputation,combination,issues being discuss,solution,question contain code,Solution type,Solved,answer or highest vote,Symptoms ,SDLC,Special case,Taxonomy_Second,Taxonomy_Third
19546426,Convert C# object to JSON or Javascript object,8,6,17288,https://stackoverflow.com/questions/19546426/convert-c-sharp-object-to-json-or-javascript-object,2013-10-23 15:48:26,Daebarkee,511,c#|javascript,"I am a C# developer and a newbi in Javascript. I have one C# object and finally, in index.cshtml, I can get a string converted from the object via calling Json.Encode(obj)",Razor will automatically escape HTML entities for you in an attempt to be helpful. You can disable this with Html.Raw(18 votes),Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,18,Data handling,Coding,,Data format/compatibility,
19591873,Get an Array of Strings from Java to C++ JNI,9,2,7139,https://stackoverflow.com/questions/19591873/get-an-array-of-strings-from-java-to-c-jni,2013-10-25 13:57:56,irobotxx,5141,c++|java,"Does the myarray hold the same values in the Java array passed? Or how can I copy the values of the java String array passed through JNI to a C++ array, so the array in C++ holds the same vale? Thanks in advance.",You pass an array of objects so you cannot just get chars from this array.(10 votes),Yes,"SA2.1, SA2.2, SB1",Yes,11,Data handling,Coding,,Interoperability,
19781768,Executing Python Script with PHP Variables,8,2,22266,https://stackoverflow.com/questions/19781768/executing-python-script-with-php-variables,2013-11-05 04:04:36,Micah,253,php|python,"I am writing a simple application that uses information from a form, passes it through $_POST to a PHP script that executes a python script and outputs the results. The problem I am having is that my python script is not actually running with the arguments being passed in.","Now that I am aware of PHP, the mistake lies in using the single-quotes '. In PHP, single quoted strings are considered literals, PHP does not evaluate the content inside it. However, double quoted "" strings are evaluated and would work as you are expecting them to.(16 votes)",Yes,"SA2.1, SA2.2, SB1, SB2",Yes,16,Data handling,Coding,,Data format/compatibility,
20752001,Passing strings from C# to C++ DLL and back — minimal example,47,2,60071,https://stackoverflow.com/questions/20752001/passing-strings-from-c-sharp-to-c-dll-and-back-minimal-example,2013-12-23 22:17:56,asutherland,2341,c#|c++,I am trying to make the absolute simplest minimal example of how to pass strings to and from a C++ DLL in C#.,You cannot pass a C++ std::string across an interop boundary. You cannot create one of those in your C# code. So your code can never work.(75 votes),Yes,"SA2.1, SA2.2, SB1",Yes,80,Data handling,Coding,,Interoperability,
21153805,convert php associative array into javascript object,23,5,42849,https://stackoverflow.com/questions/21153805/convert-php-associative-array-into-javascript-object,2014-01-16 05:11:19,Growler,9993,javascript|php,"I'm trying to load Chinese words as keys, and their English translations as values from a database into a php array so then I can use them on the client side in JavaScript.",use json_encode() to make array as an json object(51 votes),Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,53,Data handling,Coding,,Data format/compatibility,
22607791,AES encryption using Java and decryption using Javascript,10,2,26909,https://stackoverflow.com/questions/22607791/aes-encryption-using-java-and-decryption-using-javascript,2014-03-24 11:13:15,rkj,643,java|javascript,I am making an application which needs Java based AES Encryption and JavaScript based decryption.But the JavaScript decryption is not working. ,"Your Java code uses the 128-bit AES key while your JavaScript code uses the 256-bit AES key.
Your Java code uses the ""Abcdefghijklmnop"".getBytes() as the actual key value, while your JavaScript code uses the ""Abcdefghijklmnop"" as the passphrase from which the actual key is derived.
The default transformation for Java AES is AES/ECB/PKCS5Padding, while default transformation for CryptoJS is AES/CBC/PKCS7Padding. (16 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,16,Data handling,Coding,,Data format/compatibility,
23980733,jQuery AJAX file upload PHP,162,6,373210,https://stackoverflow.com/questions/23980733/jquery-ajax-file-upload-php,2014-06-01 14:11:23,user2355509,1673,javascript|php,"When I select a file with the file-form and press the upload button, the first alert returns ""[object FormData]"". the second alert doesn't get called and the""uploads"" folder is empty too!?","You need a script that runs on the server to move the file to the uploads directory. The jQuery ajax method (running in the browser) sends the form data to the server, then a script on the server handles the upload. Here's an example using PHP.(288 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,301,Data handling,Coding,,Interoperability,
24659723,cython issue: 'bool' is not a type identifier,42,3,25269,https://stackoverflow.com/questions/24659723/cython-issue-bool-is-not-a-type-identifier,2014-07-09 17:04:02,carmellose,3843,c++|python,"I'm desperately trying to expose a std::vector<bool> class member to a Python class.
While the access and conversion of test_ok of type double (or int, float, ..) works, it does not for bool!","There's some extra C++ support you need to do. At the top of your .pyx file, add
from libcpp cimport bool (53 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,3,Data handling,Coding,self-answer,Data format/compatibility,
29987323,How do I send data from JS to Python with Flask?,18,1,41687,https://stackoverflow.com/questions/29987323/how-do-i-send-data-from-js-to-python-with-flask,2015-05-01 13:01:46,Sneaky Beaver,415,javascript|python,I'm making a website with Flask and I'd like to be able to execute python code using data from the page. I know that I can simply use forms but it's a single page that is continually updated as it receives user input and it'd be a massive pain in the ass to have it reload the page every time something happens. I know I can do {{ function() }} inside the javascript but how do I do {{ function(args) }} inside the javascript using js variables?,"To get data from Javascript to Python with Flask, you either make an AJAX POST request or AJAX GET request with your data.
Flask has six HTTP methods available, of which we only need the GET and POST. Both will take jsdata as a parameter, but get it in different ways. That's how two completely different languages in two different environments like Python and Javascript exchange data.(38 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,49,Data handling,Coding,double cate,Interoperability,
32820601,Passing JSON data from php to html-data attribute and then to Javascript,33,1,25923,https://stackoverflow.com/questions/32820601/passing-json-data-from-php-to-html-data-attribute-and-then-to-javascript,2015-09-28 10:17:50,Kanav,2285,javascript|php,(Code question),(Code solution) (82 votes),Yes,"SA2.1, SA2.2, SB1",Yes,91,Data handling,Coding,,Data format/compatibility,
33326699,Passing (laravel) Array in Javascript,20,8,28856,https://stackoverflow.com/questions/33326699/passing-laravel-array-in-javascript,2015-10-25 05:58:19,senty,9199,javascript|php,"I want to pass/store Laravel array in JavaScript variable.
However whatever I tried, I couldn't make this to javascript array.","var app = @json($array);
Works like a charm(84 votes)",Yes,"SA2.2, SB1",Yes,117,Data handling,Coding,,Data format/compatibility,
36762098,"How to decrypt password from JavaScript CryptoJS.AES.encrypt(password, passphrase) in Python",11,1,7418,https://stackoverflow.com/questions/36762098/how-to-decrypt-password-from-javascript-cryptojs-aes-encryptpassword-passphras,2016-04-21 07:05:47,Bing,329,javascript|python,"Have a password encrypt in Javascript, tried to decrypt the password comes from JavaScript in Python
How can I restore this password in Python without changing JavaScript code?
If I need IV in Python, how can I get it from the password that is used in JavaScript?","You will have to implement OpenSSL's EVP_BytesToKey, because that is what CryptoJS uses to derive the key and IV from the provided password, but pyCrypto only supports the key+IV type encryption.(29 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,33,Data handling,Coding,,Data format/compatibility,
37259740,Passing variables from Flask to JavaScript,23,4,40143,https://stackoverflow.com/questions/37259740/passing-variables-from-flask-to-javascript,2016-05-16 17:28:36,pang,263,javascript|python,I looked at similar forums but was not able to get any of the solutions to work. I am trying to pass variables from Flask to my JavaScript file. These values then will be used for PubNub from my JavaScript file.,Define your Javascript method to receive params and send data as params to your function.(33 votes),Yes,"SA2.1, SA2.2, SB1, SB2",Yes,36,Data handling,Coding,,Interoperability,
38674268,How to properly wrap std::vector<std::size_t> with SWIG for Python? Problems with std::size_t,8,2,1738,https://stackoverflow.com/questions/38674268/how-to-properly-wrap-stdvectorstdsize-t-with-swig-for-python-problems-wit,2016-07-30 13:04:31,pbible,1399,c++|python,I'm trying to get std::vector<std::size_t> to work with SWIG. I need to provide a python interface to a c++ library. std::vectors of primitive types and objects are working fine but there is a problem with std::size_t.,Try defining size_t for swig as shown here - http://www.swig.org/Doc1.3/SWIG.html#SWIG_nn20(3 votes),Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,3,Data handling,Coding,,Data format/compatibility,
42499535,Passing a JSON object from Flask to JavaScript,19,2,24864,https://stackoverflow.com/questions/42499535/passing-a-json-object-from-flask-to-javascript,2017-02-28 03:15:18,BrettJ,938,javascript|python,The thing that is so confusing to me is that if I just paste the json.dump results from the view into the Google Maps script it works perfectly (after the quotes are removed) but if I use a variable it will not work for me. ,"It seems that the currently accepted answer (by @BrettJ) has a possible security flaw in it: if the object we pass to javascript has some string with a single quote inside, this single quote will not be escaped by json.dumps, thus allowing to inject arbitrary code into javascript. (35 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,36,Data handling,Coding,,Interoperability,
42645228,Cast NumPy array to/from custom C++ Matrix-class using pybind11,9,2,3108,https://stackoverflow.com/questions/42645228/cast-numpy-array-to-from-custom-c-matrix-class-using-pybind11,2017-03-07 10:02:29,Tom de Geus,3381,c++|python,"I am trying to wrap my C++ code using pybind11. In C++ I have a class Matrix3D which acts as a 3-D array (i.e. with shape [n,m,p]).",With the help of @kazemakase and @jagerman (the latter via the pybind11 forum) I have figured it out. The class itself should have a constructor that can copy from some input(11 votes),Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,12,Data handling,Coding,,Interoperability,
222414,Asynchronous shell exec in PHP,199,13,165944,https://stackoverflow.com/questions/222414/asynchronous-shell-exec-in-php,2008-10-21 16:02:10,AdamTheHutt,6589,php|shell,"I've got a PHP script that needs to invoke a shell script but doesn't care at all about the output. The shell script makes a number of SOAP calls and is slow to complete, so I don't want to slow down the PHP request while it waits for a reply. ","you can add this to a call to exec:

"" > /dev/null 2>/dev/null &"" (219 votes)",No,"SA2.1, SA2.2, SB1, SB2",Yes,227,Efficiency/Performance,Coding,,,
2901490,Speed up math code in C# by writing a C dll?,12,12,2346,https://stackoverflow.com/questions/2901490/speed-up-math-code-in-c-sharp-by-writing-a-c-dll,2010-02-25 01:47:11,Projectile Fish,885,c#|c++,"I have a very large nested for loop in which some multiplications and additions are performed on floating point numbers.
Would I be likely to see any speed improvements if I rewrite this loop in C and interface to it from C#?","C code for this method will be faster, provided that you use a good optimizing compiler(2 votes)",Yes,"SA2.1, SB1",Yes,2,Efficiency/Performance,Coding,,,
5035547,Pass Javascript Array -> PHP,66,5,144643,https://stackoverflow.com/questions/5035547/pass-javascript-array-php,2011-02-17 22:32:33,switz,19.8k,javascript|php,"I want to send that to PHP (prepared statement) using ajax. Currently, I .load a php file many times inside of a loop, but I want to convert that into an array and send the array once, loading the PHP file once instead of 50-200 times.","You could use JSON.stringify(array) to encode your array in JavaScript, and then use $array=json_decode($_POST['jsondata']); in your PHP script to retrieve it.(118 votes)",No,"SA2.1, SA2.2, SB1",Yes,123,Efficiency/Performance,Coding,,,
25334539,Using C for calculation in PHP application: is it worth it?,6,1,262,https://stackoverflow.com/questions/25334539/using-c-for-calculation-in-php-application-is-it-worth-it,2014-08-15 21:34:05,carla,1582,c++|php,"a PHP application where sometimes heavy calculations are needed, I'd like to improve the speed of these calculations, is it worth it to rewrite these calculations parts in C?",measure first if a PHP (or other)(0 vote),No,"SA2.1, SB1",Yes,0,Efficiency/Performance,Design,0 answer selected,,
29987323,How do I send data from JS to Python with Flask?,18,1,41687,https://stackoverflow.com/questions/29987323/how-do-i-send-data-from-js-to-python-with-flask,2015-05-01 13:01:46,Sneaky Beaver,415,javascript|python,I'm making a website with Flask and I'd like to be able to execute python code using data from the page. I know that I can simply use forms but it's a single page that is continually updated as it receives user input and it'd be a massive pain in the ass to have it reload the page every time something happens. I know I can do {{ function() }} inside the javascript but how do I do {{ function(args) }} inside the javascript using js variables?,"To get data from Javascript to Python with Flask, you either make an AJAX POST request or AJAX GET request with your data.
Flask has six HTTP methods available, of which we only need the GET and POST. Both will take jsdata as a parameter, but get it in different ways. That's how two completely different languages in two different environments like Python and Javascript exchange data.(38 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,49,Efficiency/Performance,Coding,double cate,,
43516792,"Call Python or Lua from C++ to evaluate an expression, calculating unknown variables only if needed",19,12,1204,https://stackoverflow.com/questions/43516792/call-python-or-lua-from-c-to-evaluate-an-expression-calculating-unknown-varia,2017-04-20 10:22:23,cateof,5872,c++|python,(Code question),(Code solution) (2 votes),Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,2,Efficiency/Performance,Coding,,,
46496295,Poor performance of C++ function in Cython,8,1,1266,https://stackoverflow.com/questions/46496295/poor-performance-of-c-function-in-cython,2017-09-29 20:11:49,Chiel,4701,c++|python,"I have this C++ function, which I can call from Python with the code below. The performance is only half compared to running pure C++. Is there a way to get their performance at the same level?","The problem here is not what is happening during the run, but which optimization is happening during the compilation.
Which optimization is done depends on the compiler (or even version) and there is no guarantee that every optimization, which can be done will be done.(6 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,7,Efficiency/Performance,Coding,,,
1387906,C++ with Python embedding: crash if Python not installed,22,4,10544,https://stackoverflow.com/questions/1387906/c-with-python-embedding-crash-if-python-not-installed,2009-09-07 06:56:51,apostrophest,258,c++|python,What else do I need other than the DLL? Why does it work when I install Python and then stop working when I uninstall it?,"There are various locations where it searches for the standard library; in your cases, it eventually finds it in the registry.(23 votes)",No,"SA2.1, SB1",Yes,23,Embedding,DEM,,,
1437251,Calling a Javascript function in the C# webBrowser control,28,2,54356,https://stackoverflow.com/questions/1437251/calling-a-javascript-function-in-the-c-sharp-webbrowser-control,2009-09-17 07:32:43,raki,2163,c#|javascript,"I am using the webBrowser control in C# to load a webpage and need to call a JavaScript function that returns a string value. I got a solution to use the InvokeScript method, and I tried a lot, but everything has failed.","My sample below consists of a form with a WebBrowser and a Button.
The object called y in the end has the sentence ""i did it!"". (38 votes)",No,"SA2.2, SB1",Yes,38,Embedding,Coding,,,
1917576,How do I pass JavaScript variables to PHP?,150,14,573795,https://stackoverflow.com/questions/1917576/how-do-i-pass-javascript-variables-to-php,2009-12-16 20:46:04,SUN Jiangong,4531,javascript|php,"I want to pass JavaScript variables to PHP using a hidden input in a form.
But I can't get the value of $_POST['hidden1'] into $salarieid.","You cannot pass variable values from the current page JavaScript code to the current page PHP code... PHP code runs at the server side, and it doesn't know anything about what is going on on the client side.
You need to pass variables to PHP code from the HTML form using another mechanism, such as submitting the form using the GET or POST methods.",Yes,"SA2.1, SA2.2, SB1",Yes,102,Embedding,Coding,,,
1998449,"Include CSS,javascript file in Yii Framework",99,18,108345,https://stackoverflow.com/questions/1998449/include-css-javascript-file-in-yii-framework,2010-01-04 09:34:29,viji,1656,javascript|php,How to include a Javascript or CSS file in Yii Framework?,"<?php  
  $baseUrl = Yii::app()->baseUrl; 
  $cs = Yii::app()->getClientScript();
  $cs->registerScriptFile($baseUrl.'/js/yourscript.js');
  $cs->registerCssFile($baseUrl.'/css/yourcss.css');
?>(168 votes)",No,"SA2.2, SB1",Yes,168,Embedding,Design,,,
2338942,Access a JavaScript variable from PHP,27,8,145174,https://stackoverflow.com/questions/2338942/access-a-javascript-variable-from-php,2010-02-26 01:30:03,Chris Armstrong,3325,javascript|php,"I need to access a JavaScript variable with PHP. Here's a stripped-down version of the code I'm currently trying, which isn't working","I don't know any PHP syntax, but what I can tell you is that PHP is executed on the server and JavaScript is executed on the client (on the browser).(36 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,36,Embedding,Coding,broken link,,
2346437,How do you use Java to call the Rhino Javascript interpreter?,10,1,11897,https://stackoverflow.com/questions/2346437/how-do-you-use-java-to-call-the-rhino-javascript-interpreter,2010-02-27 06:19:48,cometta,31.3k,java|javascript,is there any example on using java method to call rhino-javascript function and return it back to java? The only example i found for rhino is only typing command on the rhino shell.,"Sure, here's the Rhino embedding tutorial. I've done this in the past and it works very well. You'll want to scroll down to this section.(11 votes)",No,"SA1, SB2",Yes,11,Embedding,Design,,,
2848359,how to write javascript in asp.net in code behind using C#,14,8,64726,https://stackoverflow.com/questions/2848359/how-to-write-javascript-in-asp-net-in-code-behind-using-c-sharp,2010-05-17 10:48:58,Eyla,4991,c#|javascript,How can I write JavaScript code in asp.net in code behind using C#?,"Copy all of javascript into string and then register it into your aspx page in code-behind. Then in aspx page, you can call the javascript function whenever you want. (19 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,21,Embedding,Coding,,,
2928827,Access PHP var from external javascript file,60,12,81848,https://stackoverflow.com/questions/2928827/access-php-var-from-external-javascript-file,2010-05-28 12:13:34,FFish,10.1k,javascript|php,"I can access a PHP var with Javascript, but what if I want to use an external JS file","You don't really access it, you insert it into the javascript code when you serve the page.
However if your other javascript isn't from an external source you can do something like(Code solution)(109 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,113,Embedding,Coding,,,
3345457,How to put php inside JavaScript?,25,7,199369,https://stackoverflow.com/questions/3345457/how-to-put-php-inside-javascript,2010-07-27 15:52:53,Yosef,22.3k,javascript|php,(Code question),"When you run into problems like this one, a good idea is to check your browser for JavaScript errors. Different browsers have different ways of showing this, but look for a javascript console or something like that. Also, check the source of your page as viewed by the browser.(57 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,61,Embedding,Coding,,,
3352576,How do I embed PHP code in JavaScript?,48,9,246289,https://stackoverflow.com/questions/3352576/how-do-i-embed-php-code-in-javascript,2010-07-28 11:59:45,Amit Sharma,1798,javascript|php,How can we use PHP code in JavaScript?,"If your whole JavaScript code gets processed by PHP, then you can do it just like that.
If you have individual .js files, and you don't want PHP to process them (for example, for caching reasons), then you can just pass variables around in JavaScript.(113 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,113,Embedding,Coding,,,
4238353,how to include js file in php?,23,8,209517,https://stackoverflow.com/questions/4238353/how-to-include-js-file-in-php,2010-11-21 14:30:37,sebastian,1338,javascript|php,"I have a problem with an js file in php. if i include it like this:
?> <script type=""text/javascript"" href=""file.js""></script> <?php
the file isn't included and i get an error that the function isn't defined.","PHP is completely irrelevant for what you are doing. The generated HTML is what counts.
In your case, you are missing the src attribute.(48 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,49,Embedding,Coding,The problem is different from the author's expectation,,
5522702,Execute managebean method from javascript onload event,28,3,56493,https://stackoverflow.com/questions/5522702/execute-managebean-method-from-javascript-onload-event,2011-04-02 10:54:11,Farouk Alhassan,3502,java|javascript,How can I make an ajax request that updates a <h:dataTable> from javascript?,(Code solution) (61 votes),No,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,61,Embedding,Coding,,,
5525162,How to embed Node.js interpreter into C/C++?,35,6,20487,https://stackoverflow.com/questions/5525162/how-to-embed-node-js-interpreter-into-c-c,2011-04-02 18:50:33,Jeff,10.9k,c++|javascript,is it possible to embed Node.js into C or C++?,"It probably is, V8 is written in C++, node.js can run on V8, but unless you have an extremely good reason why you would run javascript through C++ you are probably much better served finding an appropriate C++ library and implementing the needed functionality directly in C++. (1 vote)",No,"SA1, SA2.1, SB1, SB2",Yes,1,Embedding,Design,,,
6334618,Ease of embedding javascript,11,8,3939,https://stackoverflow.com/questions/6334618/ease-of-embedding-javascript,2011-06-13 18:31:30,deft_code,49.2k,c++|javascript,"Does anyone with experience embedding v8 (or any javascript engine) recommend it?
How does it compare with embedding Lua?",v8 is just ok.(17 votes),No,"SA2.1, SB1",Yes,17,Embedding,Design,,,
6369919,How to embed V8 in a Java application?,28,3,25483,https://stackoverflow.com/questions/6369919/how-to-embed-v8-in-a-java-application,2011-06-16 09:44:57,Stephan,36.1k,java|javascript,I'm looking for a solution for embedding the Google JavaScript engine V8 in my Java application.,use J2V8(20 votes),No,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,22,Embedding,Design,,,
7019265,Javascript Callback function pass to Android,34,4,47414,https://stackoverflow.com/questions/7019265/javascript-callback-function-pass-to-android,2011-08-10 23:39:31,Jonathan,5260,java|javascript,"My question is, what is the best way to do this?","You won't be able to pass the function in how you have it specified. You pass a function to Android.myData, but Android.myData takes a string.(11 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,11,Embedding,Coding,,,
7676851,C# 'if' key word inside <script> tag in razor view,19,2,14898,https://stackoverflow.com/questions/7676851/c-sharp-if-key-word-inside-script-tag-in-razor-view,2011-10-06 15:42:20,gdoron is supporting Monica,132k,c#|javascript,I'm trying to write the following code inside ASP.Net-MVC razor view but the page won't compile.,(Code solution) (47 votes),Yes,"SA2.1, SA2.2, SB1",Yes,48,Embedding,Coding,,,
7794087,Running javascript in Selenium using Python,87,3,138996,https://stackoverflow.com/questions/7794087/running-javascript-in-selenium-using-python,2011-10-17 12:58:27,theharshest,6939,javascript|python,(Code question) (Error message),Try browser.execute_script instead of selenium.GetEval.(123 votes),Yes,"SA2.1, SB1, SB2",Yes,127,Embedding,Coding,,,
8268356,Assign JavaScript variable to Java Variable in JSP,20,7,136298,https://stackoverflow.com/questions/8268356/assign-javascript-variable-to-java-variable-in-jsp,2011-11-25 11:20:32,,,java|javascript,I'm trying to assign the value of a javascript variable to a java variable. But I don't have clue how to do this?,"What you can do is submit the calculated variable from javascript to server by form-submission, or using URL parameter or using AJAX calls and then you can make it available on server(21 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,21,Embedding,Coding,no reputation,,
9406648,How to embed Razor C# code in a .js file?,15,6,27757,https://stackoverflow.com/questions/9406648/how-to-embed-razor-c-sharp-code-in-a-js-file,2012-02-23 03:17:12,Kenet Jervet,289,c#|javascript,"Have to embed javascript code block with
<script type='text/javascript'>
  ...
</script>
But Razor code won't compile in a .js file, included from a .cshtml file.",When I face this problem sometimes I will provide a function in the .js file that is accessible in the .cshtml file…(24 votes),Yes,"SA2.1, SA2.2, SB1",Yes,25,Embedding,Coding,,,
10596218,how to write javascript code inside php,37,4,358853,https://stackoverflow.com/questions/10596218/how-to-write-javascript-code-inside-php,2012-05-15 07:39:18,n92,6406,javascript|php,"I want to do some task in the same file (db task) AND
I want the form data to be sent to test.php with the redirection",Just echo the javascript out inside the if function(65 votes),Yes,"SA2.1, SA2.2, SB1",Yes,69,Embedding,Coding,,,
12813580,how to assign php array values to javascript array,16,5,56226,https://stackoverflow.com/questions/12813580/how-to-assign-php-array-values-to-javascript-array,2012-10-10 06:52:42,KRA,251,javascript|php,"I am storing data in php array
I am trying to store php array data into javascript array","You can't loop like that, you need to loop the PHP array and push into javascript array(44 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,47,Embedding,Coding,,,
14711552,External JavaScript file is not getting added when running on Flask,63,4,63735,https://stackoverflow.com/questions/14711552/external-javascript-file-is-not-getting-added-when-running-on-flask,2013-02-05 15:56:41,Tony,930,javascript|python,"This code works fine when the HTML file is loaded, but this does not work when I run it in the server.
I use Python's Flask framework for back-end programming and the funny thing is that the same thing will work well if I expand the JavaScript code inside the HTML file. The only problem is with the external file.","Serve the map.js file as a static resource:
move the file to a static/ subdirectory of your package
generate a static URL for it in a Jinja2 template(118 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,124,Embedding,Coding,,,
18441194,How to call a C# function from JavaScript?,27,7,193832,https://stackoverflow.com/questions/18441194/how-to-call-a-c-sharp-function-from-javascript,2013-08-26 09:44:31,IamNumber5,311,c#|javascript,How do I call a C# function from JavaScript?,use a Web Method and Ajax(36 votes),Yes,"SA2.1, SA2.2, SB1",Yes,36,Embedding,Coding,,,
19323010,Execute PHP function with onclick,92,9,708518,https://stackoverflow.com/questions/19323010/execute-php-function-with-onclick,2013-10-11 16:31:01,Mike,2692,javascript|php,I am searching for a simple solution to call a PHP function only when a-tag is clicked.,"First, understand that you have three languages working together:
PHP: It only runs by the server and responds to requests like clicking on a link (GET) or submitting a form (POST).
HTML & JavaScript: It only runs in someone's browser (excluding NodeJS).(142 votes)",Yes,"SA1, SA2.1, SA2.2, SB1, SB2",Yes,153,Embedding,Coding,,,
21060247,Send FormData and String Data Together Through JQuery AJAX?,41,10,156926,https://stackoverflow.com/questions/21060247/send-formdata-and-string-data-together-through-jquery-ajax,2014-01-11 08:32:57,laukok,44.6k,javascript|php,"How can I post file and input string data with FormData()? For instance, I have many other hidden input data that I need them to be sent to the server,",(Code solution) (91 votes),Yes,"SA2.1, SA2.2, SB1",Yes,91,Embedding,Coding,,,
21248728,Inserting MYSQL results from PHP into Javascript Array,8,3,21562,https://stackoverflow.com/questions/21248728/inserting-mysql-results-from-php-into-javascript-array,2014-01-21 03:43:10,Adam First,295,javascript|php,What I want to do is retrieve MYSQL results using PHP and put them into a javascript array.,"what you're doing is looping through your result array, and each time you're printing out the line var arrayObjects = [<?php stmt($name) ?>];. However this doesn't convert between the PHP array you're getting as a result, and a javascript array.(12 votes)",Yes,"SA2.1, SA2.2, SB1",Yes,12,Embedding,Coding,,,
25446628,AJAX jQuery refresh div every 5 seconds,26,5,175930,https://stackoverflow.com/questions/25446628/ajax-jquery-refresh-div-every-5-seconds,2014-08-22 12:04:33,user3838972,301,javascript|php,want to call test.php every 5 seconds in html file's link div,(Code solution) (56 votes),Yes,"SA2.2, SB1",Yes,56,Embedding,Coding,,,
31437922,HTML with PHP - <script>-section code suddenly ends - bug?,22,4,585,https://stackoverflow.com/questions/31437922/html-with-php-script-section-code-suddenly-ends-bug,2015-07-15 18:08:13,michaelbahr,4282,javascript|php,"What happens when that loop runs n times, that for n-1 everything looks fine, but in the n-th run, within the <script>-section the code suddenly stops. The HTML-File ends properly with all tags closing.",You cannot maintain/debug such a spaghetti code in a reasonnable amount of time. (4 votes),Yes,SA2.1,Yes,4,Embedding,Coding,not in SB1 or SB2,,
33761469,Sending file together with form data via ajax post,14,3,52963,https://stackoverflow.com/questions/33761469/sending-file-together-with-form-data-via-ajax-post,2015-11-17 15:59:13,Akshay,2206,javascript|php,"I'm trying to upload a file via ajax together with some fields in a form. However, it doesn't work. I get this error.
Undefined Index :- File",(Code solution) (13 votes),Yes,"SA2.1, SA2.2, SB1",Yes,14,Embedding,Coding,,,
43827637,How to use Ajax and JSON for making dropdown menu?,25,6,3784,https://stackoverflow.com/questions/43827637/how-to-use-ajax-and-json-for-making-dropdown-menu,2017-05-07 03:51:25,Kardo,1288,javascript|php,(Code question),(Code solution) (10 votes),Yes,"SA2.1, SA2.2, SB1",Yes,11,Embedding,Coding,,,
46888778,Autocomplete TextBox using php,6,1,9358,https://stackoverflow.com/questions/46888778/autocomplete-textbox-using-php,2017-10-23 11:56:58,Aamir Shaikh,63,javascript|php,"I am doing autocomplete using PHP but I'm getting an error with the following code
error is: autocomplete not defined",(Code snippet) (3 votes),Yes,"SA2.1, SA2.2, SB1",Yes,3,Embedding,Coding,,,
1366599,Throwing a JavaScript exception from C++ code using Google V8,26,2,7131,https://stackoverflow.com/questions/1366599/throwing-a-javascript-exception-from-c-code-using-google-v8,2009-09-02 09:08:54,Etan,15k,c++|javascript,"I'm programming a JavaScript application which accesses some C++ code over Google's V8.
Everything works fine, but I couldn't figure out how I can throw a JavaScript exception which can be catched in the JavaScript code from the C++ method.","return v8::ThrowException(v8::String::New(""Exception message""));(29 votes)",Yes,"SA2.1, SA2.2, SB1, SB2",Yes,29,Error/Exception handling,Coding,,,
4138168,What happens when I throw a C++ exception from a native Java method?,25,5,10666,https://stackoverflow.com/questions/4138168/what-happens-when-i-throw-a-c-exception-from-a-native-java-method,2010-11-09 20:19:21,Idan K,19k,c++|java,"Suppose I'm embedding Sun's JVM in a C++ application. Through JNI I call a Java method (my own), which in turns calls a native method I implemented in a shared library.
What happens if this native method throws a C++ exception?","Within the JNI literature, the word exception appears to be used exclusively to refer to Java exceptions. Unexpected events in native code are referred to as programming errors. JNI explicitly does not require JVMs to check for programming errors. If a programming error occurs, behavior is undefined. Different JVMs may behave differently.(6 votes)",No,"SA1, SA2.1, SB1",Yes,6,Error/Exception handling,Coding,,,
