id,title,vote,answer,view_num,link,time,author,reputation,combination,relevant
3506796,pinvokestackimbalance ¡ª how can I fix this or turn it off?,75,5,65874,https://stackoverflow.com/questions/3506796/pinvokestackimbalance-how-can-i-fix-this-or-turn-it-off,2010-08-17 20:45:30,mmr,14k,c#|c++,no
1595498,A difference in style: IDictionary vs Dictionary,75,14,60653,https://stackoverflow.com/questions/1595498/a-difference-in-style-idictionary-vs-dictionary,Oct 20 '09 at 15:31,rein,30.6k,c#|java,no
746812,Best practices for using and persisting enums,75,10,22271,https://stackoverflow.com/questions/746812/best-practices-for-using-and-persisting-enums,,,,c#|java,no
37788536,¡°Object doesn't support property or method 'find'¡± in IE,75,7,94928,https://stackoverflow.com/questions/37788536/object-doesnt-support-property-or-method-find-in-ie,2016-06-13 11:23:59,GOPAL YADAV,1021,c#|javascript,no
59437282,Can I use NULL as substitution for the value of 0?,75,7,5778,https://stackoverflow.com/questions/59437282/can-i-use-null-as-substitution-for-the-value-of-0,2019-12-21 15:08:54,RobertS supports Monica Cellio,12.3k,c|c++,no
25664848,Unions and type-punning,75,5,17587,https://stackoverflow.com/questions/25664848/unions-and-type-punning,2014-09-04 11:56:08,Matthew Wilkins,955,c|c++,no
23345554,"The differences between initialize, define, declare a variable",75,4,101797,https://stackoverflow.com/questions/23345554/the-differences-between-initialize-define-declare-a-variable,2014-04-28 15:48:54,Tony,4935,c|c++,no
13362084,Difference between uint32 and uint32_t [duplicate],75,2,148569,https://stackoverflow.com/questions/13362084/difference-between-uint32-and-uint32-t,2012-11-13 14:01:21,Maxbester,2115,c|c++,no
5895649,Difference between .a .o and .lo file,75,3,44892,https://stackoverflow.com/questions/5895649/difference-between-a-o-and-lo-file,2011-05-05 09:45:35,Raj,3812,c|c++,no
4712315,performance of unsigned vs signed integers,75,12,28116,https://stackoverflow.com/questions/4712315/performance-of-unsigned-vs-signed-integers,2011-01-17 10:49:47,Flexo,2326,c|c++,no
1632145,Use of min and max functions in C++,75,14,284703,https://stackoverflow.com/questions/1632145/use-of-min-and-max-functions-in-c,2009-10-27 16:43:01,bporter,3182,c|c++,no
432443,Why are there digraphs in C and C++?,75,4,11142,https://stackoverflow.com/questions/432443/why-are-there-digraphs-in-c-and-c,2009-01-11 06:07:20,Sydius,11.6k,c|c++,no
6663859,Check if cookies are enabled,75,10,102856,https://stackoverflow.com/questions/6663859/check-if-cookies-are-enabled,2011-07-12 12:02:34,steveo225,9927,javascript|php,no
29293637,How to append whole set of model to formdata and obtain it in MVC,74,3,44104,https://stackoverflow.com/questions/29293637/how-to-append-whole-set-of-model-to-formdata-and-obtain-it-in-mvc,2015-03-27 05:03:48,Guruprasad J Rao,27.5k,c#|javascript,no
35055042,"Difference between uint8_t, uint_fast8_t and uint_least8_t",74,6,21483,https://stackoverflow.com/questions/35055042/difference-between-uint8-t-uint-fast8-t-and-uint-least8-t,2016-01-28 07:15:41,mic,925,c|c++,no
8809292,ULL suffix on a numeric literal,74,3,73158,https://stackoverflow.com/questions/8809292/ull-suffix-on-a-numeric-literal,2012-01-10 19:26:12,aneccodeal,7262,c|c++,no
5354314,How can I completely disable calls to assert()?,74,5,59351,https://stackoverflow.com/questions/5354314/how-can-i-completely-disable-calls-to-assert,2011-03-18 15:36:29,Abruzzo Forte e Gentile,12.4k,c|c++,no
1998752,memset() or value initialization to zero out a struct?,74,8,80556,https://stackoverflow.com/questions/1998752/memset-or-value-initialization-to-zero-out-a-struct,2010-01-04 10:40:40,sharptooth,156k,c|c++,no
750178,Is it a good idea to typedef pointers?,74,14,39345,https://stackoverflow.com/questions/750178/is-it-a-good-idea-to-typedef-pointers,2009-04-15 03:14:18,Unknown,41.9k,c|c++,no
14451325,Should I mark all methods virtual?,73,8,7614,https://stackoverflow.com/questions/14451325/should-i-mark-all-methods-virtual,Jan 22 '13 at 3:54,Georgii Oleinikov,3557,c#|java,no
24371868,Why must a short be converted to an int before arithmetic operations in C and C++?,73,4,9660,https://stackoverflow.com/questions/24371868/why-must-a-short-be-converted-to-an-int-before-arithmetic-operations-in-c-and-c,2014-06-23 17:30:34,dayuloli,12.7k,c|c++,no
20237451,fixed length data types in C/C++,73,11,12998,https://stackoverflow.com/questions/20237451/fixed-length-data-types-in-c-c,2013-11-27 08:40:16,,,c|c++,no
7016861,Why are NULL pointers defined differently in C and C++?,73,3,58975,https://stackoverflow.com/questions/7016861/why-are-null-pointers-defined-differently-in-c-and-c,2011-08-10 19:49:45,mohit ,1007,c|c++,no
4629050,Convert an int to ASCII character,73,11,340549,https://stackoverflow.com/questions/4629050/convert-an-int-to-ascii-character,2011-01-07 18:41:55,user963241,5617,c|c++,no
11248119,"Java equivalent of PHP's implode(',' , array_filter( array () ))",73,9,76192,https://stackoverflow.com/questions/11248119/java-equivalent-of-phps-implode-array-filter-array,Jun 28 '12 at 15:38,max4ever,10k,java|php,no
3687729,Who Add ¡°_¡± Single Underscore Query Parameter?,73,4,25701,https://stackoverflow.com/questions/3687729/who-add-single-underscore-query-parameter,2010-09-10 19:32:35,ZZ Coder,68.8k,javascript|php,no
407256,JavaScript equivalent of PHP's preg_replace,73,2,92241,https://stackoverflow.com/questions/407256/javascript-equivalent-of-phps-preg-replace,2009-01-02 16:06:48,ryonlife,5853,javascript|php,no
8148632,Redirecting to another page in ASP.NET MVC using JavaScript/jQuery,72,6,276975,https://stackoverflow.com/questions/8148632/redirecting-to-another-page-in-asp-net-mvc-using-javascript-jquery,2011-11-16 08:24:40,,,c#|javascript,no
7634255,Calling SignalR hub clients from elsewhere in system,72,5,63169,https://stackoverflow.com/questions/7634255/calling-signalr-hub-clients-from-elsewhere-in-system,2011-10-03 11:16:16,Jordan Wallwork,2906,c#|javascript,no
39964651,Is masking before unsigned left shift in C/C++ too paranoid?,72,5,5308,https://stackoverflow.com/questions/39964651/is-masking-before-unsigned-left-shift-in-c-c-too-paranoid,2016-10-10 18:36:03,Nayuki,16.2k,c|c++,no
10197242,What should be the sizeof(int) on a 64-bit machine? [duplicate],72,4,156534,https://stackoverflow.com/questions/10197242/what-should-be-the-sizeofint-on-a-64-bit-machine,2012-04-17 18:51:09,Sangeeth Saravanaraj,13.5k,c|c++,no
19926089,Python equivalent of Java StringBuffer?,72,8,57809,https://stackoverflow.com/questions/19926089/python-equivalent-of-java-stringbuffer,2013-11-12 10:00:47,user2902773,721,java|python,no
15321431,"How to pass a list from Python, by Jinja2 to JavaScript",72,6,98937,https://stackoverflow.com/questions/15321431/how-to-pass-a-list-from-python-by-jinja2-to-javascript,2013-03-10 10:54:07,user1843766,753,javascript|python,yes
14321175,How to write nullable int in java?,71,3,38542,https://stackoverflow.com/questions/14321175/how-to-write-nullable-int-in-java,Jan 14 '13 at 15:16,Dozer,4121,c#|java,no
35002,Does C# have a way of giving me an immutable Dictionary?,71,14,22258,https://stackoverflow.com/questions/35002/does-c-sharp-have-a-way-of-giving-me-an-immutable-dictionary,Aug 29 '08 at 18:47,serg10,27.5k,c#|java,no
25654339,The difference between C and C++ regarding the ++ operator,71,2,4430,https://stackoverflow.com/questions/25654339/the-difference-between-c-and-c-regarding-the-operator,2014-09-03 22:01:15,Moe45673,834,c|c++,no
15331566,C++ - include unistd.h: why not cunistd?,71,4,39339,https://stackoverflow.com/questions/15331566/c-include-unistd-h-why-not-cunistd,2013-03-11 05:09:48,CDT,7469,c|c++,no
13312679,Why is the != operator not allowed with OpenMP?,71,5,5802,https://stackoverflow.com/questions/13312679/why-is-the-operator-not-allowed-with-openmp,2012-11-09 17:08:15,dreamcrash,15.9k,c|c++,no
10828294,C and C++ : Partial initialization of automatic structure,71,3,51417,https://stackoverflow.com/questions/10828294/c-and-c-partial-initialization-of-automatic-structure,2012-05-31 06:10:44,loop,3080,c|c++,no
5069489,Performance of built-in types : char vs short vs int vs. float vs. double,71,9,37895,https://stackoverflow.com/questions/5069489/performance-of-built-in-types-char-vs-short-vs-int-vs-float-vs-double,2011-02-21 18:02:16,Nawaz,316k,c|c++,no
2795575,How does dereferencing of a function pointer happen?,71,5,32575,https://stackoverflow.com/questions/2795575/how-does-dereferencing-of-a-function-pointer-happen,2010-05-08 20:50:47,Lazer,75.2k,c|c++,no
737240,Array size at run time without dynamic allocation is allowed?,71,8,48986,https://stackoverflow.com/questions/737240/array-size-at-run-time-without-dynamic-allocation-is-allowed,2009-04-10 10:21:05,syaz,2469,c|c++,no
7167253,Is there a Java equivalent of Python's 'enumerate' function?,71,11,21670,https://stackoverflow.com/questions/7167253/is-there-a-java-equivalent-of-pythons-enumerate-function,2011-08-23 20:39:33,Richard Fearn,22.5k,java|python,no
17380315,"Splat operators in JavaScript, equivalent to *args and **kwargs in Python?",71,6,41943,https://stackoverflow.com/questions/17380315/splat-operators-in-javascript-equivalent-to-args-and-kwargs-in-python,2013-06-29 12:44:54,Games Brainiac,67.1k,javascript|python,no
315051,using a class defined in a c++ dll in c# code,70,6,92223,https://stackoverflow.com/questions/315051/using-a-class-defined-in-a-c-dll-in-c-sharp-code,2008-11-24 18:49:25,Dan Vogel,3520,c#|c++,yes
15665433,C++: Mysteriously huge speedup from keeping one operand in a register,70,3,4028,https://stackoverflow.com/questions/15665433/c-mysteriously-huge-speedup-from-keeping-one-operand-in-a-register,2013-03-27 17:27:25,Sam Manzer,1200,c|c++,no
6725809,trap representation,70,3,13570,https://stackoverflow.com/questions/6725809/trap-representation,2011-07-17 18:22:53,Burt,711,c|c++,no
19511597,How to get address location from latitude and longitude in Google Map.? [closed],70,3,161388,https://stackoverflow.com/questions/19511597/how-to-get-address-location-from-latitude-and-longitude-in-google-map,2013-10-22 07:25:04,Boris Kuzevanov,1092,javascript|php,no
7467840,nl2br() equivalent in javascript [duplicate],70,2,74304,https://stackoverflow.com/questions/7467840/nl2br-equivalent-in-javascript,2011-09-19 07:50:12,X10nD,19.2k,javascript|php,no
11551412,Multiple Main Functions,69,10,24552,https://stackoverflow.com/questions/11551412/multiple-main-functions,Jul 18 '12 at 22:39,Ben,1167,c#|java,no
24914525,Performance issue: Java vs C++,69,9,10921,https://stackoverflow.com/questions/24914525/performance-issue-java-vs-c,2014-07-23 15:21:30,realUser404,1781,c++|java,no
48994486,How to read audio data from a 'MediaStream' object in a C++ addon,69,1,2116,https://stackoverflow.com/questions/48994486/how-to-read-audio-data-from-a-mediastream-object-in-a-c-addon,2018-02-26 18:03:39,John Weisz,20.9k,c++|javascript,no
32136092,How to write C/C++ code correctly when null pointer is not all bits zero,69,5,5150,https://stackoverflow.com/questions/32136092/how-to-write-c-c-code-correctly-when-null-pointer-is-not-all-bits-zero,2015-08-21 08:47:24,ivaigult,4202,c|c++,no
15111526,Complex C declaration,69,7,3220,https://stackoverflow.com/questions/15111526/complex-c-declaration,2013-02-27 11:57:31,Kaunteya,2314,c|c++,no
2087026,Effect of using a comma instead of a semi-colon in C and C++,69,5,20049,https://stackoverflow.com/questions/2087026/effect-of-using-a-comma-instead-of-a-semi-colon-in-c-and-c,2010-01-18 15:25:28,SmacL,21.3k,c|c++,no
940087,What's the correct way to use printf to print a size_t?,69,3,48572,https://stackoverflow.com/questions/940087/whats-the-correct-way-to-use-printf-to-print-a-size-t,2009-06-02 15:07:14,bradtgmurray,12k,c|c++,no
416345,is f(void) deprecated in modern C and C++ [duplicate],69,6,14528,https://stackoverflow.com/questions/416345/is-fvoid-deprecated-in-modern-c-and-c,2009-01-06 12:34:40,SmacL,21.3k,c|c++,no
30018213,ReCaptcha 2.0: enable Submit button on callback if recaptcha successful,69,1,61337,https://stackoverflow.com/questions/30018213/recaptcha-2-0-enable-submit-button-on-callback-if-recaptcha-successful,2015-05-03 19:12:28,thanks_in_advance,2154,javascript|php,no
525992,Resize iframe height according to content height in it,69,10,113757,https://stackoverflow.com/questions/525992/resize-iframe-height-according-to-content-height-in-it,2009-02-08 16:36:24,chinmay,767,javascript|php,no
12689304,ctypes error: libdc1394 error: Failed to initialize libdc1394,68,6,55871,https://stackoverflow.com/questions/12689304/ctypes-error-libdc1394-error-failed-to-initialize-libdc1394,2012-10-02 11:17:59,fredley,27.9k,c++|python,no
46805181,"If I want to round an unsigned integer to the closest smaller or equal even integer, can I divide by 2 then multiply by 2?",68,7,6801,https://stackoverflow.com/questions/46805181/if-i-want-to-round-an-unsigned-integer-to-the-closest-smaller-or-equal-even-inte,2017-10-18 07:49:01,user2370139,1223,c|c++,no
2091499,Why are global and static variables initialized to their default values?,68,5,31386,https://stackoverflow.com/questions/2091499/why-are-global-and-static-variables-initialized-to-their-default-values,2010-01-19 06:15:51,Xinus,25.9k,c|c++,no
2085302,Printing all environment variables in C / C++,68,9,76585,https://stackoverflow.com/questions/2085302/printing-all-environment-variables-in-c-c,2010-01-18 10:30:29,Jay,17k,c|c++,no
28786347,How do I use MS-XCEP and MS-WSTEP in .NET or JavaScript to get a certificate from AD CS?,67,2,1334,https://stackoverflow.com/questions/28786347/how-do-i-use-ms-xcep-and-ms-wstep-in-net-or-javascript-to-get-a-certificate-fro,2015-02-28 20:12:38,goodguys_activate,52.2k,c#|javascript,no
4784336,Two decimal places using printf( ),67,4,205258,https://stackoverflow.com/questions/4784336/two-decimal-places-using-printf,2011-01-24 16:23:55,,,c|c++,no
869883,Why is strncpy insecure?,67,5,49395,https://stackoverflow.com/questions/869883/why-is-strncpy-insecure,2009-05-15 17:16:42,stimms,37.9k,c|c++,no
833291,Is there an equivalent to WinAPI's MAX_PATH under linux/unix?,67,7,67649,https://stackoverflow.com/questions/833291/is-there-an-equivalent-to-winapis-max-path-under-linux-unix,2009-05-07 07:16:35,AndrewR,10.2k,c|c++,no
683462,Best way to integrate Python and JavaScript?,67,12,112118,https://stackoverflow.com/questions/683462/best-way-to-integrate-python-and-javascript,2009-03-25 21:08:11,Jacob Gabrielson,28.1k,javascript|python,yes
5788891,Execute a file with arguments in Python shell,67,11,158730,https://stackoverflow.com/questions/5788891/execute-a-file-with-arguments-in-python-shell,Apr 26 '11 at 10:18,olidev,16.2k,python|shell,no
656715,Trying to pass in a boolean C# variable to a javascript variable and set it to true,66,6,40152,https://stackoverflow.com/questions/656715/trying-to-pass-in-a-boolean-c-sharp-variable-to-a-javascript-variable-and-set-it,2009-03-18 01:58:12,mrblah,83.9k,c#|javascript,yes
1972003,How to compile C code with anonymous structs / unions?,66,10,81569,https://stackoverflow.com/questions/1972003/how-to-compile-c-code-with-anonymous-structs-unions,2009-12-28 23:05:17,solinent,1345,c|c++,no
1585535,Convert RGB to Black & White in OpenCV,66,5,167949,https://stackoverflow.com/questions/1585535/convert-rgb-to-black-white-in-opencv,2009-10-18 17:41:40,mohammed,857,c|c++,no
1036504,Trie implementation [closed],66,12,40798,https://stackoverflow.com/questions/1036504/trie-implementation,2009-06-24 05:17:50,Anton Kazennikov,3396,c|c++,no
5035547,Pass Javascript Array -> PHP,66,5,144643,https://stackoverflow.com/questions/5035547/pass-javascript-array-php,2011-02-17 22:32:33,switz,19.8k,javascript|php,yes
6389417,Should I recommend sealing classes by default?,65,13,5911,https://stackoverflow.com/questions/6389417/should-i-recommend-sealing-classes-by-default,Jun 17 '11 at 17:24,Carlo V. Dango,11.1k,c#|java,no
4411028,Difference between .jar and .dll file,65,3,20229,https://stackoverflow.com/questions/4411028/difference-between-jar-and-dll-file,Dec 10 '10 at 16:30,Tarik,69.8k,c#|java,no
15112055,Passing dynamic javascript values using Url.action(),65,4,127133,https://stackoverflow.com/questions/15112055/passing-dynamic-javascript-values-using-url-action,2013-02-27 12:22:28,Kokila,867,c#|javascript,no
27466642,What kind of optimization does const offer in C/C++?,65,5,20032,https://stackoverflow.com/questions/27466642/what-kind-of-optimization-does-const-offer-in-c-c,2014-12-14 05:27:34,UnTraDe,3219,c|c++,no
17259877,"1D or 2D array, what's faster?",65,7,41458,https://stackoverflow.com/questions/17259877/1d-or-2d-array-whats-faster,2013-06-23 10:36:25,graywolf,5403,c|c++,no
14251038,DEBUG macros in C++,65,9,86097,https://stackoverflow.com/questions/14251038/debug-macros-in-c,2013-01-10 04:53:52,,,c|c++,no
9605556,How to project a point onto a plane in 3D?,65,7,87028,https://stackoverflow.com/questions/9605556/how-to-project-a-point-onto-a-plane-in-3d,2012-03-07 16:39:16,George,5067,c|c++,no
2216239,What is the difference between a static and const variable?,65,17,125737,https://stackoverflow.com/questions/2216239/what-is-the-difference-between-a-static-and-const-variable,2010-02-07 07:09:40,jaimin,659,c|c++,no
18156452,Django csrf token + Angularjs,65,5,33386,https://stackoverflow.com/questions/18156452/django-csrf-token-angularjs,2013-08-09 22:13:28,Preom,1625,javascript|python,no
3461549,What are the use cases of Node.js vs Twisted?,65,2,19761,https://stackoverflow.com/questions/3461549/what-are-the-use-cases-of-node-js-vs-twisted,2010-08-11 18:21:05,pmn,1520,javascript|python,no
2920315,Permutation of array,64,11,120758,https://stackoverflow.com/questions/2920315/permutation-of-array,2010-05-27 10:32:19,dato datuashvili,16.3k,c++|java,no
33835569,C vs C++ struct alignment,64,3,4453,https://stackoverflow.com/questions/33835569/c-vs-c-struct-alignment,2015-11-20 20:31:17,Minor Threat,1805,c|c++,no
32541268,"Can I have Swift, Objective-C, C and C++ files in the same Xcode project?",64,1,22052,https://stackoverflow.com/questions/32541268/can-i-have-swift-objective-c-c-and-c-files-in-the-same-xcode-project,2015-09-12 16:46:49,SwiftArchitect,41.6k,c|c++,yes
7011184,Floating point comparison [duplicate],64,5,14675,https://stackoverflow.com/questions/7011184/floating-point-comparison,2011-08-10 13:01:43,sasidhar,6433,c|c++,no
3698321,g++ linker: force static linking if static library exists?,64,2,58803,https://stackoverflow.com/questions/3698321/g-linker-force-static-linking-if-static-library-exists,2010-09-13 06:52:18,kumar,2316,c|c++,no
2518415,Is there any way a C/C++ program can crash before main()?,64,18,14698,https://stackoverflow.com/questions/2518415/is-there-any-way-a-c-c-program-can-crash-before-main,2010-03-25 18:46:47,Thi,2245,c|c++,no
2245664,What is the type of string literals in C and C++?,64,4,23657,https://stackoverflow.com/questions/2245664/what-is-the-type-of-string-literals-in-c-and-c,2010-02-11 15:54:24,missingfaktor,85.2k,c|c++,no
2190919,Mixing extern and const,64,5,55688,https://stackoverflow.com/questions/2190919/mixing-extern-and-const,2010-02-03 09:32:14,legends2k,26.1k,c|c++,no
1028437,Why Switch/Case and not If/Else If?,64,15,36731,https://stackoverflow.com/questions/1028437/why-switch-case-and-not-if-else-if,2009-06-22 17:26:18,OB OB,3069,c|c++,no
183788,C / C++ compiler warnings: do you clean up all your code to remove them or leave them in?,64,18,10603,https://stackoverflow.com/questions/183788/c-c-compiler-warnings-do-you-clean-up-all-your-code-to-remove-them-or-leave,2008-10-08 17:01:18,KPexEA,15.2k,c|c++,no
3942551,How can I compare two sets of 1000 numbers against each other?,64,26,72360,https://stackoverflow.com/questions/3942551/how-can-i-compare-two-sets-of-1000-numbers-against-each-other,2010-10-15 13:15:35,baklap,2015,javascript|php,no
12235876,Python SimpleHTTPServer with PHP,64,1,48961,https://stackoverflow.com/questions/12235876/python-simplehttpserver-with-php,Sep 2 '12 at 12:16,Abderrahmane,701,php|python,yes
10828707,"What are the differences of system(), exec() and shell_exec() in PHP?",64,1,51460,https://stackoverflow.com/questions/10828707/what-are-the-differences-of-system-exec-and-shell-exec-in-php,May 31 '12 at 6:50,Googlebot,12.1k,php|shell,no
6657690,python getoutput() equivalent in subprocess [duplicate],64,3,92487,https://stackoverflow.com/questions/6657690/python-getoutput-equivalent-in-subprocess,Jul 11 '11 at 22:59,Rafael T,14k,python|shell,no
5818898,Where to put global rules validation in DDD,63,9,15957,https://stackoverflow.com/questions/5818898/where-to-put-global-rules-validation-in-ddd,Apr 28 '11 at 12:52,Sergey Berezovskiy,208k,c#|java,no
52660296,Why does double in C print fewer decimal digits than C++?,63,2,4781,https://stackoverflow.com/questions/52660296/why-does-double-in-c-print-fewer-decimal-digits-than-c,2018-10-05 07:20:05,Raghavendra Gujar,471,c|c++,no
38574148,"Is it bad to declare a C-style string without const? If so, why?",63,8,4917,https://stackoverflow.com/questions/38574148/is-it-bad-to-declare-a-c-style-string-without-const-if-so-why,2016-07-25 17:37:16,Coffee Maker,1415,c|c++,no
33549444,What does the integer suffix J mean?,63,2,3849,https://stackoverflow.com/questions/33549444/what-does-the-integer-suffix-j-mean,2015-11-05 16:08:14,happyMOOyear,1025,c|c++,no
33047452,Definitive List of Common Reasons for Segmentation Faults,63,1,10918,https://stackoverflow.com/questions/33047452/definitive-list-of-common-reasons-for-segmentation-faults,2015-10-09 21:31:42,CodeMouse92,6428,c|c++,no
8908071,Const correctness in C vs C++,63,3,11380,https://stackoverflow.com/questions/8908071/const-correctness-in-c-vs-c,2012-01-18 09:48:11,Alok Save,185k,c|c++,no
2179403,How do you read a segfault kernel log message,63,3,56094,https://stackoverflow.com/questions/2179403/how-do-you-read-a-segfault-kernel-log-message,2010-02-01 19:20:54,Sullenx,631,c|c++,no
27324292,Convert word2vec bin file to text,63,10,46085,https://stackoverflow.com/questions/27324292/convert-word2vec-bin-file-to-text,Dec 5 '14 at 20:39,Glenn,6135,c|python,no
13241615,Find everything between two XML tags with RegEx,63,4,157500,https://stackoverflow.com/questions/13241615/find-everything-between-two-xml-tags-with-regex,Nov 5 '12 at 22:44,Doz,6541,java|php,no
25743994,SyntaxError: JSON.parse: unexpected character at line 1 column 1 of the JSON data,63,14,369720,https://stackoverflow.com/questions/25743994/syntaxerror-json-parse-unexpected-character-at-line-1-column-1-of-the-json-dat,2014-09-09 11:54:04,levent kaya,775,javascript|php,no
19985344,Angularjs - simple form submit,63,5,206874,https://stackoverflow.com/questions/19985344/angularjs-simple-form-submit,2013-11-14 18:21:44,GRowing,3788,javascript|php,no
14711552,External JavaScript file is not getting added when running on Flask,63,4,63735,https://stackoverflow.com/questions/14711552/external-javascript-file-is-not-getting-added-when-running-on-flask,2013-02-05 15:56:41,Tony,930,javascript|python,yes
2815162,Is there a php function like python's zip?,63,13,17638,https://stackoverflow.com/questions/2815162/is-there-a-php-function-like-pythons-zip,May 11 '10 at 23:31,Craig,6673,php|python,no
56057662,What's the difference between const array and static const array in C/C++,62,2,3326,https://stackoverflow.com/questions/56057662/whats-the-difference-between-const-array-and-static-const-array-in-c-c,2019-05-09 10:43:48,Benny K,1491,c|c++,no
16138237,When is uint8_t ¡Ù unsigned char?,62,3,25852,https://stackoverflow.com/questions/16138237/when-is-uint8-t-%e2%89%a0-unsigned-char,2013-04-22 01:45:42,user541686,183k,c|c++,no
12631856,"Difference between rdtscp, rdtsc : memory and cpuid / rdtsc?",62,2,28532,https://stackoverflow.com/questions/12631856/difference-between-rdtscp-rdtsc-memory-and-cpuid-rdtsc,2012-09-28 00:07:46,Steve Lorimer,21.4k,c|c++,no
8469427,How and when to align to cache line size?,62,2,28689,https://stackoverflow.com/questions/8469427/how-and-when-to-align-to-cache-line-size,2011-12-12 02:50:08,Matt,28.8k,c|c++,no
5125241,how to make an application thread safe?,62,4,42009,https://stackoverflow.com/questions/5125241/how-to-make-an-application-thread-safe,2011-02-26 05:22:50,ashmish2,2655,c|c++,no
2369541,Where is `%p` useful with printf?,62,7,117291,https://stackoverflow.com/questions/2369541/where-is-p-useful-with-printf,2010-03-03 07:55:38,Moeb,9471,c|c++,no
109449,Getting a FILE* from a std::fstream,62,7,46000,https://stackoverflow.com/questions/109449/getting-a-file-from-a-stdfstream,2008-09-20 21:19:16,,,c|c++,no
1689015,Run Python script without Windows console appearing,62,4,73739,https://stackoverflow.com/questions/1689015/run-python-script-without-windows-console-appearing,Nov 6 '09 at 17:16,twneale,2540,python|shell,no
858623,How to recognize whether a script is running on a tty?,62,1,2940,https://stackoverflow.com/questions/858623/how-to-recognize-whether-a-script-is-running-on-a-tty,May 13 '09 at 15:24,Pawe¡Ö? Hajdan,16.3k,python|shell,no
2515261,What are the definitions for LPARAM and WPARAM?,61,6,62009,https://stackoverflow.com/questions/2515261/what-are-the-definitions-for-lparam-and-wparam,2010-03-25 12:06:38,Mark Heath,44.1k,c#|c++,no
40172606,Is unevaluated division by 0 undefined behavior?,61,4,3882,https://stackoverflow.com/questions/40172606/is-unevaluated-division-by-0-undefined-behavior,2016-10-21 09:09:28,Luchian Grigore,229k,c|c++,no
24207698,How memset initializes an array of integers by -1?,61,2,24024,https://stackoverflow.com/questions/24207698/how-memset-initializes-an-array-of-integers-by-1,2014-06-13 14:27:12,haccks,94.5k,c|c++,no
7837190,C/C++ global vs static global [duplicate],61,2,75798,https://stackoverflow.com/questions/7837190/c-c-global-vs-static-global,2011-10-20 14:09:02,Vladp,3921,c|c++,no
3623263,Reverse iteration with an unsigned loop variable,61,10,13357,https://stackoverflow.com/questions/3623263/reverse-iteration-with-an-unsigned-loop-variable,2010-09-02 01:37:14,Daniel Paull,6439,c|c++,no
1334055,What Happens When Stack and Heap Collide,61,6,16242,https://stackoverflow.com/questions/1334055/what-happens-when-stack-and-heap-collide,2009-08-26 11:26:45,Namratha Patil,9440,c|c++,no
9934944,Embedding youtube video ¡°Refused to display document because display forbidden by X-Frame-Options¡±,61,6,50752,https://stackoverflow.com/questions/9934944/embedding-youtube-video-refused-to-display-document-because-display-forbidden-b,2012-03-29 23:15:29,Srikan,1951,javascript|php,no
2943542,¡°using¡± keyword in java [duplicate],60,0,21780,https://stackoverflow.com/questions/2943542/using-keyword-in-java,May 31 '10 at 12:36,Jla,10.8k,c#|java,no
26177390,How to create a C project with CLion,60,2,35652,https://stackoverflow.com/questions/26177390/how-to-create-a-c-project-with-clion,2014-10-03 10:34:41,fx773d,601,c|c++,no
21557816,What's the C++ suffix for long double literals?,60,3,43088,https://stackoverflow.com/questions/21557816/whats-the-c-suffix-for-long-double-literals,2014-02-04 16:23:24,Walter,39.4k,c|c++,no
20186809,Endless loop in C/C++ [closed],60,12,106181,https://stackoverflow.com/questions/20186809/endless-loop-in-c-c,2013-11-25 07:23:38,magu_,4080,c|c++,no
12114498,Can a near-zero floating value cause a divide-by-zero error?,60,5,15550,https://stackoverflow.com/questions/12114498/can-a-near-zero-floating-value-cause-a-divide-by-zero-error,2012-08-24 18:03:48,neuviemeporte,5753,c|c++,no
6475373,Optimizations for pow() with const non-integer exponent?,60,10,10678,https://stackoverflow.com/questions/6475373/optimizations-for-pow-with-const-non-integer-exponent,2011-06-25 02:17:16,Cory Nelson,26.2k,c|c++,no
4196201,Where are C/C++ main function's parameters?,60,10,20101,https://stackoverflow.com/questions/4196201/where-are-c-c-main-functions-parameters,2010-11-16 16:06:48,remainn,1015,c|c++,no
243712,Why use hex?,60,12,37540,https://stackoverflow.com/questions/243712/why-use-hex,2008-10-28 15:22:32,AntonioCS,7665,c|c++,no
229924,Difference between files written in binary and text mode,60,6,35659,https://stackoverflow.com/questions/229924/difference-between-files-written-in-binary-and-text-mode,2008-10-23 14:22:25,jholl,1954,c|c++,no
13928729,Use Javascript to access a variable passed through Twig,60,4,59947,https://stackoverflow.com/questions/13928729/use-javascript-to-access-a-variable-passed-through-twig,2012-12-18 08:06:06,clifford.duke,3450,javascript|php,no
1650591,Whether to use ¡°SET NAMES¡±,60,3,51574,https://stackoverflow.com/questions/1650591/whether-to-use-set-names,Oct 30 '09 at 15:41,user187291,49.2k,php|python,no
18706859,Why is this an undefined behavior?,59,2,2577,https://stackoverflow.com/questions/18706859/why-is-this-an-undefined-behavior,2013-09-09 20:54:30,ST3,7738,c|c++,no
15078638,Can I turn unsigned char into char and vice versa?,59,6,57208,https://stackoverflow.com/questions/15078638/can-i-turn-unsigned-char-into-char-and-vice-versa,2013-02-25 23:37:14,user2015453,4034,c|c++,no
7582394,strdup or _strdup?,59,7,45451,https://stackoverflow.com/questions/7582394/strdup-or-strdup,2011-09-28 11:17:57,Amir Saniyan,10.1k,c|c++,no
