accepted,active,ans_num,answer,author,combination,link,question,reputation,time,title,viewed,vote
Accepted,2021-10-13 17:26:32Z,9,,bynary,"c#,javascript,razor",https://stackoverflow.com/questions/18470702/how-do-i-convert-a-c-sharp-liststring-to-a-javascript-array,"I have a datatable that I'm converting into a List, serializing it and passing it to my view using a viewmodel.,My viewmodel looks like this:,My controller action looks like the following:,Then in my view I get the following string of addresses:,How am I supposed to get this serialized string residing in a razor model into a javascript array?",759,2013-08-27 16:16:47Z,How do I convert a C# List<string[]> to a Javascript array?,"
                        110k times
                    ","
            43
        "
Accepted,2019-03-02 04:23:07Z,1,,Suba Selvandran,"javascript,python,numpy,flask,data-conversion",https://stackoverflow.com/questions/54899367/send-numpy-array-as-bytes-from-python-to-js-through-flask,"A numpy array should be sent from python to JS through flask. I don't want to jsonify it and send as it would increase the size of the response and eventually the response time. So I thought I could convert numpy into bytes using tobytes(), send the bytes to JS through flask and convert the bytes back to float in JS and found , answer helpful.,The list of operations are,In JS,,But when converting to float in JS, I am not getting the correct values. When debugging I found that in JS some values in Uint8 array are not matching with the byte values that are sent from python. ,Just to verify, I created another client in python, made the same request and converted the response bytes to float. I encountered the same issue here also. So I narrowed down that the problem is on the server side not on the client side. One more interesting thing I found when playing with multiple values are, only the numbers which are greater than 127 (I guess so) are getting converted to 255.,While trying some random hacks, I tried to convert the byte integer to character using chr() method of python before sending the response and the conversion on the client side worked.,But the question I have is, Is this an ideal solution or am I doing some hack here to make it work? Can anyone help me to understand why sending plain bytes without chr() doesn't work?",284,2019-02-27 06:31:12Z,Send numpy array as bytes from python to JS through Flask,"
                        3k times
                    ","
            7
        "
Undetermined,2020-10-09 05:48:35Z,1,,Ben,"c#,c,windows-kernel,deviceiocontrol",https://stackoverflow.com/questions/62208433/trouble-passing-a-c-sharp-string-from-userland-to-kernelmode-c-and-using-it-to-f,"I am having difficulty comparing a string passed from usermode type LPWSTR to a LDR table entry type UNICODE_STRING,Kernel C:,This struct is passed to the kernel via deviceiocontrol. The counterpart userland struct is as follows:,Where the String , is Marshaled as LPWStr., is the desired search term for the loaded module in a process. Now, here's where things get tricky. The string I have access to via the , is a ,. I want to compare this UNICODE_STRING with my LPWSTR.,I have tried the following and it did not work:,I've also tried wcscmp, and a few other things. I'm not sure how I can compare these two properly. I've added some minor pseudocode to the function to provide additional context on what I'm looking to do.",709,2020-06-05 04:58:44Z,Trouble passing a C# string from userland to kernelmode C and using it to find specific LDR_DATA_TABLE_ENTRY,"
                        131 times
                    ","
            10
        "
Accepted,2016-10-05 10:37:44Z,5,,Roger,"php,python,html,ruby,markdown",https://stackoverflow.com/questions/4619996/how-to-run-ruby-python-scripts-from-inside-php-passing-and-receiving-parameters,"I need to turn HTML into equivalent Markdown-structured text. ,OBS.: ,.,As I am programming in PHP, some people indicates , to do the job, but unfortunately, the code is not being updated and in fact ,. At sourceforge.net/projects/markdownify there is a ""NOTE: unsupported - do you want to maintain this project? contact me! Markdownify is a HTML to Markdown converter written in PHP. See it as the successor to html2text.php since it has better design, better performance and less corner cases."",From what I could discover, I have only two good choices:,So, from PHP, I need to pass the HTML code, call the Ruby/Python Script and receive the output back.,(By the way, a folk made a similar question here (""how to call ruby script from php?"") but with no practical information to my case).,Following the Tin Man`s tip (bellow), I got to this:,PHP code:,Python code:,With the above I am geting this:,command returned 1
Array
(
    [0] => Resource id #17
    , => Resource id #18
),And the ""error-output.txt"" file says:,Traceback (most recent call last):
  File ""html2md.py"", line 5, in 
    print html2text.html2text(sys.argv,)
IndexError: list index out of range,Any ideas???,Ruby code (,),Just for the records, I tryed before to use PHP's most simple ""exec()"" but I got some problemas with some special characters very common to HTML language.,PHP code:,Ruby code:,Python code:,Both working fine. But when the string is a bit more complicated:,It did not work at all.,That's because the html string needed to have its special characters scaped. I got it using this:,Now it works like I said ,.,I am runnig:
Fedora 14
ruby 1.8.7
Python 2.7
perl 5.12.2
PHP 5.3.4
nginx 0.8.53","7,238",2011-01-06 21:20:57Z,How to run Ruby/Python scripts from inside PHP passing and receiving parameters?,"
                        12k times
                    ","
            8
        "
Accepted,2019-01-03 13:36:20Z,10,,Your Friend Ken,"c#,asp.net,javascript,datetime,serialization",https://stackoverflow.com/questions/1224793/javascript-serialization-of-datetime-in-asp-net-is-not-giving-a-javascript-date,"When I parse a DateTime to json in .Net it returns a string (i.e. ,). How do I make it return a js Date object constructor not wrap in a string?","7,984",2009-08-03 21:46:58Z,Javascript serialization of DateTime in asp.net is not giving a javascript date object?,"
                        44k times
                    ","
            48
        "
Accepted,2015-03-05 22:59:34Z,1,,Matt Cavanagh,"javascript,php,symfony,object,twig",https://stackoverflow.com/questions/28068305/converting-a-symfony2-php-entity-object-for-use-within-javascript,"I'm attempting to open up data from a PHP Object (as shown below) but I'd like to be able to access this data within JavaScript to use in a graphing library.,Object in question:,What I need to be able to do is convert that into a JSON encoded object for use within Javascript.,I tried using twig within Symfony to do this via:,The console shows this:,Which is where I'm banging my head against the wall. Where can I access the values of these properties?,As an , way, I've managed to get it into a JavaScript object by doing:,I feel kinda dirty for doing that. There must be a better way to do this surely?,Thanks in advance!",499,2015-01-21 13:21:02Z,Converting a Symfony2 PHP entity object for use within Javascript,"
                        7k times
                    ","
            6
        "
Accepted,2011-06-19 16:56:43Z,1,,Afiefh,"java,c++,java-native-interface",https://stackoverflow.com/questions/6270245/return-c-object-to-java,"I got a couple of JNI functions that have to work on the same c++ object. I would like to save that object in the java object through which the JNI functions are invoked, but it seems that Java has no way to store pointers for functions to access later.,Okay I realize that I'm doing a terrible job explaining myself so here is an example:,My problem is creating a jobject.myCppVector so that I'll be able to use it from different function calls.,I hope someone understands my ramblings",888,2011-06-07 18:59:54Z,Return C++ object to Java,"
                        4k times
                    ","
            11
        "
Undetermined,2017-04-12 08:42:00Z,2,,Deepak Vasudevan,"javascript,c#,json,json.net",https://stackoverflow.com/questions/43363710/json-net-is-throwing-additional-text-found-in-json-string-after-finishing-deser,"I have a Javascript control that returns JSON string as an AJAX to the server. But when I try to save, Newtonsoft is throwing the exception,I tried building a very simple JSON as below which threw this exception,And the API I am invoking is ,where strTopicSet contains the above string. And when I paste the above string in , it says Valid JSON. ,Can some one guide me where I am going wrong. I did go through StackExchange forums on Newtonsoft and the typical error but could not zero in on the exact cause of this.,I am using 9.0.1.19813 version of Newtonsoft.",310,2017-04-12 08:02:58Z,"JSON.NET is throwing 'additional text found in JSON string after finishing deserializing object.""","
                        14k times
                    ","
            7
        "
Accepted,2020-12-05 17:32:59Z,4,,lakerz,"javascript,python,json,flask",https://stackoverflow.com/questions/30165475/how-to-compress-minimize-size-of-json-jsonify-with-flask-in-python,"I'm sending a huge JSON string (with jsonify in Flask) to my webpage pretty often, so I would like to reduce the data. The easiest option is probably to remove all line breaks and space characters, but just to give you an example of this:  ,Normal jsonify: 361KB,
Removing all line breaks and space characters: 118KB (wow).,
Zip the original file: 35KB (double wow).  ,So I basically wonder if there is an easy way to come close to the 35KB. I couldn't find  a solution so far which I could easily implement in python and javascript (to decompress).  ,Right now, I send around 4-5MB of data every second, which is - you guessed right - a ""little bit"" too much.",911,2015-05-11 10:35:18Z,How to compress/minimize size of JSON/Jsonify with Flask in Python?,"
                        19k times
                    ","
            17
        "
Accepted,2021-03-30 08:15:04Z,2,,Rakesh Nittur,"python,shell,ssh,paramiko,ansi-escape",https://stackoverflow.com/questions/33291631/is-there-a-simple-way-to-get-rid-of-junk-values-that-come-when-you-ssh-using-pyt,"I am using Python's Paramiko library to SSH a remote machine and fetch some output from command-line. I see a lot of junk printing along with the actual output. How to get rid of this?,I want to eliminate, , and  , from the output. They are junk.",335,2015-10-22 22:09:58Z,Is there a simple way to get rid of junk values that come when you SSH using Python's Paramiko library and fetch output from CLI of a remote machine?,"
                        3k times
                    ","
            6
        "
Undetermined,2012-01-16 07:56:43Z,2,,Peter Li,"python,c,string,ctypes",https://stackoverflow.com/questions/8875185/casting-into-a-python-string-from-a-char-returned-by-a-dll,"I am attempting to cast a C style const char[] string pointer (returned from a DLL) into a Python compatible string type. but when Python27 executes: ,we get: ,perhaps something is not to be evaluating properly.
My questions are:",285,2012-01-16 02:26:06Z,casting into a Python string from a char[] returned by a DLL,"
                        25k times
                    ","
            11
        "
Accepted,2016-12-25 19:06:38Z,2,,NickleDave,"java,python,arrays,regex,string",https://stackoverflow.com/questions/41323746/use-python-regex-to-parse-string-of-floats-output-by-java-arrays-deeptostring,"I'm working with someone's Java code where a key data structure is a , array, ,. I need to get it into Python; currently my approach is to save the array to a text file using Arrays.deepToString and then parse that text file from Python.,I am stuck on how to write a regular expression that will parse the txt.
What I , do is find all the floats with their associated exponents in scientific notation.
I use the following pattern to do so:,This works fine to capture floats in scientific notation as they are output by deepToString. Note the values are all positive because they are probabilities. I.e., I don't have any issues with how I'm capturing the numbers themselves.,What I , do but what I would like to do is have regex search for any number of floats enclosed in left and right brackets. I tried this:,where I'm trying to find one or more case of the float format followed by a comma and a space enclosed by square brackets. But that returns ,. Not sure what I'm not understanding.,Here's an example 2x1x1 array:,What I would want is for the regex to return two matches:,and,that I can then just parse as strings with strip and split.,I've figured out a workaround where I just find all the bracket indexes. But I'd like to know what I'm not understanding about regexs. ",171,2016-12-25 18:57:35Z,Use Python regex to parse string of floats output by Java Arrays.deepToString,"
                        113 times
                    ","
            7
        "
Accepted,2015-11-10 01:40:10Z,2,,Christopher Johnson,"c#,java,encryption,aes,rijndaelmanaged",https://stackoverflow.com/questions/21890805/encrypt-aes-with-c-sharp-to-match-java-encryption,"I have been given a Java implementation for encryption but unfortunately we are a .net shop and I have no way of incorporating the Java into our solution.  Sadly, I'm also not a Java guy so I've been fighting with this for a few days and thought I'd finally turn here for help.,I've searched high and low for a way to match the way the Java encryption is working and I've come to the resolution that I need to use RijndaelManaged in c#.  I'm actually really close.  The strings that I'm returning in c# are matching the first half, but the second half are different.,Here is a snippet of the java implementation:,I'm not entirely sure why they're only passing in 16 chars at a time, but w/e.  I tried the same with my c# implementation using a string builder and only sending in 16 chars at a time and got the same result as I got when I pass the entire string in at once.,Here's a snippet of my c# implementation which is mostly a copy and paste from MS' site for RijndaelManaged:,As I said above, the first half of the encrypted string is the same (see an example below), but the second half is off.  I've added spaces in the outputs below to better illustrate where the difference is.  I don't know enough about encryption nor Java to know where to turn next.  Any guidance would be greatly appreciated,Java output:,C# output:,Update per the suggestion of Chris below:","2,571",2014-02-19 19:47:09Z,Encrypt AES with C# to match Java encryption,"
                        19k times
                    ","
            9
        "
Undetermined,2014-10-28 15:43:17Z,1,,user3118357,"java,javascript,json",https://stackoverflow.com/questions/20676831/how-to-compress-json-in-java-and-decompression-in-javascript,"I have a large amount of data being sent from server to Javascript, which is taking quite a long time to load.,I was wondering how I can implement compression at server and decompression in Javascript. I would appreciate any help.",131,2013-12-19 08:37:26Z,How to Compress JSON in java and decompression in Javascript [closed],"
                        31k times
                    ","
            13
        "
Undetermined,2016-12-07 00:30:03Z,1,,kdougan,"php,python,bcrypt,password-encryption",https://stackoverflow.com/questions/40643196/php-password-verify-vs-python-bcrypt-hashpw,"So, right to it.,I have setup a [simple] PHP REST API where I am receiving a hashed password via the X-API-KEY header key. This works great when interfacing with another PHP script and the phrase is hashed via PHP's password_hash() method. However, when i try to interface with the API via Python and the Requests library, the key is rejected. Here are some samples:,PHP:,Python:,The output of each of these is as follows:,Now, obviously they are different, that is the point, but when you pass the Python output to the PHP password_verify() function, it returns False. The PHP output verifies just fine.,There has to be something I'm missing here but, for the life of me, I cant find it. I have tried using different salt options with no success. What am I missing? Are the two just not compatible? That seems silly, if it's true.,Thank you in advanced,  you intelligent internet peoples.,[I have updated the scripts with the following 2 lines for the tests],And I have used this [PHP] to verify the above:,With the following output:,So, now I'm really confused as the server still doesn't recognize my python hashed key, if I don't replace the ""$2b"" with ""$2y"" as suggested by richardhsu in the comments, that is.",303,2016-11-16 22:03:59Z,PHP password_verify() vs Python bcrypt.hashpw(),"
                        4k times
                    ","
            8
        "
Undetermined,2020-08-25 19:05:28Z,2,,zapredelom,"java,android,c++,android-ndk",https://stackoverflow.com/questions/30005700/convert-stdstring-to-ndk-jstring,"I'm trying to create a Java interface to existing C++ code.
One of my functions is similar to this one:,The problem is that in some cases the first element of  is '\0' and because of this, the return value is an empty string. So is there some function to convert char* to jstring which also takes the length of the string as a parameter?",939,2015-05-02 18:04:23Z,Convert std::string to ndk jstring,"
                        4k times
                    ","
            7
        "
Accepted,2015-03-20 12:14:41Z,3,,Guj Mil,"php,javascript,jquery,jquery-plugins",https://stackoverflow.com/questions/12558996/jquery-knob-display-number-change,"I'm using , to make some cool graphs and it's working perfectly. But I have one problem: I want to make the display number between the graph have a '%' symbol concatenated. but I just cant seem to make it work. Modifying the input through jquery wont do it, and I've tried reading into the code of the library but with no luck. Has any one else had this problem before?",323,2012-09-24 04:51:24Z,JQuery Knob display number change,"
                        8k times
                    ","
            6
        "
Undetermined,2018-06-11 16:23:03Z,3,,Jason,"javascript,java,encryption,cryptography,aes",https://stackoverflow.com/questions/50439315/encryption-and-decryption-between-java-and-javascript-wont-work,"In the decryptFile method, the decrypt part will not output anything..,
The , that has been given in the comments section partially solves the problem. It does encrypt and decrypt cross platform, but it is rather slow due to PBKDF2 with SHA256 hashing. I cannot find a way to only use the AES part and not the PKBDF2 part.,I am using the same key and IV for both the Java and Javascript version. I cannot decrypt a file in Javascript that has been encrypted in Java, nor can I decrypt a file in Java that has been encrypted in Javascript. I need those two to be compatible with eachother, but I cannot figure out how
I am trying to decrypt a file in Javascript that was previously encrypted in Java. I have succesfully implemented decrypting and encrypting text between the two, but when I would like to for example decrypt a file that is encrypted in Java, it just won't work.,Encrypt / decrypt a file in Java:,Encrypt / decrypt in Javascript,I also made a , in case you'd like that more :), and the Java source can be ,.,In the Java source I used a cactus.jpg as file, but any file could be used :). The cactus can be found ,.,How can I decrypt the file that has been encrypted in Java? I have tried converting the blob contents to String, retrieving the data as ArrayBuffer and convert it to String, receive it as text and pass it to the decryption method, but nothing seems to work.,The library I am using in Javascript is ,, and in Java the standard Crypto libraries.,I found other similar (,,,) questions. However, I think they differ too much, as the answer of those questions does not concern this issue, but rather a small mistake.,If I've forgotten any data, please tell me.","1,405",2018-05-20 21:00:03Z,Encryption and Decryption between Java and Javascript won't work,"
                        2k times
                    ","
            15
        "
Accepted,2019-12-13 20:35:21Z,3,,AaA,"javascript,c#,json,.net-4.0,fastjson",https://stackoverflow.com/questions/28383478/most-efficient-way-to-fix-an-invalid-json,"I am stuck in an impossible situation. I have a JSON from outer space (there is no way they are going to change it). Here is the JSON,,I said. And their response was ,:,I am supposed to read and parse this string via .NET(4) and it broke 3 out of 14 library mentioned in C# section of , (didn't try rest of them). To make the problem go away, I wrote following function to fix the issue with single and double quotes.,Now JSONlint only complains about attribute names and I can use both JSON.NET and SimpleJSON libraries to parse above JSON.,I am sure my code is not the best way of fixing mentioned JSON.
Is there any scenario that my code might break? Is there a better way of doing this?","3,228",2015-02-07 14:44:23Z,Most efficient way to fix an invalid JSON,"
                        14k times
                    ","
            9
        "
Accepted,2012-07-19 21:06:20Z,3,,leonsas,"javascript,python,django,json",https://stackoverflow.com/questions/11568232/javascript-readable-json-from-python,"My view computes a json and outputs a ,, and I'm passing this as the dictionary key ,. I'm trying to pass this to a script element in my template, but when rendering, the browser gets it as a python-escaped string, which isn't readable to the javascript. What I need is python to send it as a JS-escaped string, something like this ,.
I tried , and , without success. Basically I need python to send the string just as if it were printing it to the console. Thanks","4,366",2012-07-19 19:50:28Z,javascript-readable json from python,"
                        3k times
                    ","
            9
        "
Accepted,2019-12-08 11:42:19Z,1,,Shubham Batra,"javascript,python,base64,angular6",https://stackoverflow.com/questions/53340627/typeerror-expected-bytes-like-object-not-str,"I know this question has been asked much times, but please look once in my problem.,I am sending , image data from angular to , but when I am processing that , data on flask server(python3) then it is giving me the error,My Javascript code is: ,Output of the above line is:,I am receiving same data on flask server as string.,Code on python server that is using above base 64 data is: ,then it is giving the following error trace:,above python function working fine if I am converting the image using this function,please help me to solve this question? I am new to python.","2,237",2018-11-16 15:17:20Z,"TypeError: expected bytes-like object, not str","
                        19k times
                    ","
            9
        "
Accepted,2017-11-13 12:40:26Z,1,,JPB,"javascript,php,ajax",https://stackoverflow.com/questions/45992396/jsonobj-data-not-being-passed-via-ajax-and-post-on-ie11-only,"I'm trying to pass data via post with ajax to my sendjs.php. ,    is not being passed in IE11 only (havent tested lower versions of IE but it works in Edge and all other browsers). , and , are being passed though.,In 'Network' in IE 11 inspector the post data is:, and there are no errors displayed in console.,All other browsers it contains the data:,eg. ,Live site here: , (you can add an item and checkout to test).,Have spent ages trying to find the cause and now I'm not even sure where to go from here to be honest, so any information would be appreciated and I will update the post with any info as requested. ,app.js,sendjs.php,Hope someone can give me some tips.,Edit: Added cart modal html,Simple Cart config,Codepen link to simplecart.js",583,2017-09-01 02:02:29Z,$jsonObj data not being passed via ajax and POST on IE(11) only,"
                        800 times
                    ","
            9
        "
Accepted,2014-06-11 14:48:44Z,2,,ad2003,"javascript,php,woocommerce",https://stackoverflow.com/questions/24164951/2f-instead-of-slash-in-url,"I have a problem with jquery syntax in an url link:,this is the link i am getting (englisch):,this is the german link:,the problem now is, that the link looks ok in my browser ,but actually there's always a ""%2F"" instead of a ""/"" inside the link when I copy it which leads to the problem of getting an 404.,When I manually replace ""%2F"" the link works.,Where is the problem? Any idea to fix this? ,The code below comes from woocommerce/templates/myaccount/my-orders.php,It generates the ""Print"" button on the ""my orders"" page. I am using mqtranslate german/englisch. In  the german version everything works- the links are correct, ony when i switch the language there are ""%2f"" instead of ""/"". But also only after the first part (until myaccount/) - because some ""/"" are correctly encoded.,Also in the english version it's a ""&"" before ""print-order-type=receipt"" instead of a ""?"". ",203,2014-06-11 14:02:12Z,%2F instead of slash in url?,"
                        12k times
                    ","
            6
        "
Accepted,2013-10-24 13:27:23Z,4,,user201117,"java,php,rsa",https://stackoverflow.com/questions/1662769/rsa-encryption-java-to-php,"I'm trying to implement RSA Encryption in both Java and PHP, but I can't seem to get PHP to recognize my Java public/private keys. Here is the java code to Encode/Decode the Public and Private Keys:,I first tried using the PEAR Crypt_RSA functions, but it doesn't support X.509 or PKCS8 (it just simply base64 encodes the serialized modulus, exponent and key type). I then tried the OpenSSL ""openssl_get_publickey"" function but it doesn't appear to recognize the format either.,Any help would be greatly appreciated o.O",115,2009-11-02 18:07:20Z,RSA Encryption: Java to PHP,"
                        7k times
                    ","
            7
        "
Accepted,2010-11-06 10:55:47Z,5,,Manjoor,"c#,.net,c++,interop,marshalling",https://stackoverflow.com/questions/4086817/l-prefix-for-strings-in-c,"I have a static library. This library have the following function defined,The sample to call the function is ,WriteData return 0 on success and -1 on failure.,I am writing a dynamic DLL to export this function.,A C++ test application result,I have to call it from a c# application. I assume my DLL-Import signature would be:,My question is very simple How can i call it from .Net? 
As you can see i have control over ,but no control over ,Thanks everybody for their input. So far i am stuck on casting. I think my problem would be solved when i woul be able take input from user and write 2 line for casting in place of following line.","3,851",2010-11-03 12:00:23Z,L prefix for strings in C++,"
                        6k times
                    ","
            7
        "
Undetermined,2017-03-02 16:53:11Z,2,,program-o-steve,"java,c,java-native-interface",https://stackoverflow.com/questions/10515886/converting-jdouble-to-double-of-type-c,"How can i convert , of java type variable to , variable of type c ?","2,490",2012-05-09 12:16:08Z,converting jdouble to double of type c,"
                        6k times
                    ","
            7
        "
Accepted,2014-12-18 23:30:59Z,2,,tr3online,"php,javascript,parsing,xpath",https://stackoverflow.com/questions/7045764/scraping-javascript-variables-to-php,"I'm trying to parse some HTML with Xpath but am finding out the the links I want to get are generated by some javascript and not using just a normal a anchor. The javascript is as follows:,Now, I've used XPath to grab the script code via:,Which returns:,My question is. How do I get this data into an array much like parse_url or the like? Should I just preg_match_all the variable storing the string? If so, what regex would I use? Or is there a better way to parse and grab the data I want?,Thanks in advance!","1,379",2011-08-12 20:10:50Z,Scraping Javascript variables to PHP,"
                        2k times
                    ","
            6
        "
Accepted,2020-12-23 05:58:45Z,6,,ike3,"java,javascript,spring,date,spring-mvc",https://stackoverflow.com/questions/8911075/javascript-and-java-date-json-serialization,"I have an javascript object with , property which is being converted to JSON using ,I am on GMT+4 time zone (Russia/Moscow),For example,
, converts to , converts to ,But in 1975 it was GMT+3 time zone, as daylight saving was canceled in Russia in 2011. So when it cames to server (java) it deserializes as:, becames , - OK, becames , 23:00 - WRONG!","1,680",2012-01-18 13:40:07Z,Javascript and Java Date JSON serialization,"
                        36k times
                    ","
            16
        "
Accepted,2015-03-06 19:36:14Z,2,,solidau,"c#,php,cookies,encryption,encryption-symmetric",https://stackoverflow.com/questions/11873878/c-sharp-encryption-to-php-decryption,"I'm trying to encrypt some (cookie) data in C# and then decrypt it in PHP. I have chosen to use Rijndael encryption. I've almost got it working, except only part of the text is decrypted! I started working from this example: ,Here's the text (JSON) that I am encrypting (sensitive information removed):,So I login to the C# app which creates/encodes the cookie from stored Key and IV and then redirects to the PHP app which is supposed to decrypt/read the cookie. When I decrypt the cookie, it comes out like this:
,: i've gotten a little bit further and this is now the result,As you can see, it starts decrypting it, but then gets messed up...
,When Decrypt the string it comes out correct (with padding, which I have a function to remove padding), but if I change the test string by one character I get garbage again:,: I'm just using static key/IV for now, here they are:,
I then save the key and IV to a database to be retrieved later for encoding/decoding.,This is the full encryption class:,Here's the PHP code I am using to decrypt the data:, ,: I'm using ASCII keys in the format needed by PHP. If I generate keys from the RijndaelManaged class they dont work on the PHP side, but I can use keys that are known to work on PHP side and use them in the RijndaelManaged C# side.,Please let me know if I left out any pertinent information. TIA!","3,886",2012-08-08 22:03:59Z,C# Encryption to PHP Decryption,"
                        17k times
                    ","
            18
        "
Accepted,2016-04-20 12:13:00Z,3,,FrancisV,"php,javascript,json,post",https://stackoverflow.com/questions/1377278/passing-json-encoded-variable-from-php-to-javascript-via-post,"I have an multi-dimensional array that I want to send to a PHP script with a Javascript that parses the JSON data and plot it on Google Maps. I'm trying to simulate it using forms:,json-target.php looks like this:,And the output of , is ,. I wanted to pass the contents of the , variable to a Javascript function (please see update below)., I also have a simple Javascript that's supposed to parse the value received from , and post the value via ,:,But the output is mangled with backslash characters.,What's a better way of doing this?","1,173",2009-09-04 04:50:31Z,Passing JSON-encoded variable from PHP to Javascript via POST,"
                        31k times
                    ","
            8
        "
Accepted,2013-09-04 15:37:33Z,5,,thedp,"php,javascript,ajax,json",https://stackoverflow.com/questions/2562648/json-limitation,"I would like to know if JSON with AJAX has a limitation to the amount of data an outgoing and returning parameter can carry?,I would like to be able to send and return from the server a file with 10,000 lines, as a string. How should I achieve this task? Will a single parameter will be able to hand this?,EDIT:
My client is JavaScript and my server PHP.,Thank you.","8,241",2010-04-01 18:23:38Z,JSON limitation?,"
                        3k times
                    ","
            7
        "
Accepted,2019-10-02 09:03:39Z,2,,Dong Li,"python,c++,protocol-buffers",https://stackoverflow.com/questions/39244589/serializing-image-stream-using-protobuf,"I have two programs in Ubuntu: a C++ program (TORCS game) and a python program. The C++ program always generates images. I want to transfer these real-time images into python(maybe the numpy.ndarray format). So I think that maybe using Google protobuf to serialize the image to string and send string to python client by ZMQ is a feasible method.,: which value type is suitable for the image(a pointer) in , file?  In another words, which value type I should use to replace , type in the below example?,This is the way I write image to memory (uint8_t* image_data):,At last, maybe there is a better way to transfer image (in the memory) to a python client?,Any suggestions are appreciated.",450,2016-08-31 08:34:10Z,Serializing image stream using protobuf,"
                        10k times
                    ","
            11
        "
Accepted,2012-12-26 09:47:09Z,1,,glo,"java,c++,java-native-interface,cocos2d-x",https://stackoverflow.com/questions/14036004/how-to-convert-jobject-to-jstring,"I am trying to get a string in return to a function call from cpp to java. ,This is my JNI call,On compiling i get the error ,Can anyone please tell me how to solve this problem.","1,358",2012-12-26 04:28:17Z,how to convert jobject to jstring,"
                        13k times
                    ","
            6
        "
Accepted,2014-06-11 13:50:26Z,1,,Vektor88,"java,android,c,android-ndk",https://stackoverflow.com/questions/17124712/jni-android-converting-char-to-byte-array-and-return-it-to-java,"I initially used a function to return a char* to java as UTF-8 string, but since I kept getting errors, I wrote the following function to return a , as a Java ,, so that I could try to convert the array into a String in java side: ,But when I call it my application crashes. Am I missing something? , The condition was missing a ++ and this caused an infinite loop. But now with the following code:,I get this weird JNI warning:,How can it be since I am only increasing the value of ,?, the following code works:","4,558",2013-06-15 14:32:15Z,JNI Android - Converting char* to byte array and return it to java,"
                        13k times
                    ","
            13
        "
Accepted,2012-11-07 13:34:02Z,2,,EbbnFlow,"c#,javascript,.net,asp.net,json",https://stackoverflow.com/questions/7559676/how-to-correctly-deserialize-a-json-string-into-the-class-that-contains-a-nested,"I have the following object graph and I'm using Jquery's $.Ajax() to send this identical ""View"" object in JSON (stringified) from the browser to a Page Method on ASP.Net. The JAvascript deserialization works for all of the strings and int's in the View class but My , is empty. ,What I tried: Using chrome dev tools, I took the stringified JSON, created a unit test and used both the , and the ,. The , object deserialized my object graph correctly but the , dumped my List. How can I get the correct deserialization on my page method ?,Instead of this (the view obj as a param).,how can I get this? (the string param),My JSON looks like this.",613,2011-09-26 18:40:02Z,How to correctly deserialize a JSON string into the class that contains a nested List of another class,"
                        23k times
                    ","
            6
        "
Undetermined,2011-06-23 14:04:02Z,3,,Fazoulette,"php,javascript,jquery,autocomplete",https://stackoverflow.com/questions/6236786/customize-jquery-autocomplete-result,"I'm using the jQuery autocomplete with a remote data source,It works really well. When i type ""a"" there is a list of activity (fetched from a database) starting with that are listed. What i would like to do it's add a custom parametre (the ID of the activity) in the result. ,Because when a user select an activity later I will have to ""re-do"" a sql search to get the ID of the activity...,So is there a way to include the activity id in the returned JSON from the autocomplete ?,THanks",119,2011-06-04 12:40:16Z,Customize jquery autocomplete result,"
                        887 times
                    ","
            6
        "
Accepted,2012-10-03 23:52:04Z,3,,Lord Loh.,"php,javascript,regex,soap,csv",https://stackoverflow.com/questions/6536826/dealing-with-commas-in-csv,"I get a CSV data from a SOAP call in php. Unfortunately, the data may have commas in it. It is formatted correctly as in,1,name,2,lariat,3,""first, last"",5,NMEA,...,I need to parse it to individual values in either php or javascript. I have browsed through threads on stack overflow and elsewhere but have not found a specific solution in php / javascript.,The approach I am currently using is ,Where * is the deliminator, but the , generates an extra *. I have tried a couple of other approaches involving , and other , functions but did not succeed in having any kind of a clean split.,Any suggestion on how to split up CSV data that contains commas in it?","2,317",2011-06-30 15:02:20Z,Dealing with commas in CSV,"
                        17k times
                    ","
            18
        "
Accepted,2017-09-13 07:16:59Z,1,,Dennis,"javascript,php,html,cakephp",https://stackoverflow.com/questions/43196260/cakephp-how-to-call-javascript-function-in-link,"In Html,,In Cakephp,,But i am having trouble in converting the following html to Cakephp:,The following is a popup javascript method:,How do i convert the html to Cakephp?,Thanks in advance. :)",137,2017-04-04 00:08:32Z,Cakephp: how to call javascript function in link?,"
                        3k times
                    ","
            8
        "
Accepted,2017-11-08 15:40:21Z,2,,Svetoslav Marinov,"java,c,swig",https://stackoverflow.com/questions/11952365/accessing-an-array-of-pointers-within-a-structure-from-java-with-swig,"I've something like this: ,I want to convert , to an array with , elements (,) in Java with SWIG. And then to read the array (I don't want to edit,delete and create a new array from Java code). In the SWIG documentation is described how to do this with , and ,, but the struct's member , must be of type ,. Is there a solution of my problem?,EDIT: 
I've hurried and I've forgotten to write that I want to generate Java classes with SWIG to cooperate with C structures.",492,2012-08-14 12:33:41Z,Accessing an array of pointers within a structure from Java with SWIG,"
                        1k times
                    ","
            6
        "
