,relevant,link,accepted,create time,active time,author,reputation,answer quantity,combination,title,question,answer,viewed,vote,question contain code,Solution type,Solved,answer or highest vote,Symptoms ,SDLC,Special case,Taxonomy_Second,Taxonomy_Third
592,,https://stackoverflow.com/questions/9735074/executing-javascript-in-href-of-links-with-python,Accepted,2012-03-16 09:55:00Z,2012-03-18 21:56:59Z,spanport,,1,"javascript,python,mechanize,urllib,web-crawler",Executing JavaScript in href of links with Python,"I am trying to download some PDF's automatically on a site (,) using Python.,I've tried using the urllib/urllib2/mechanize modules (which I have been using for other sites: this includes the standard functions like urlopen, urlretrieve, etc.), but here, the links have JavaScript embedded in their href attributes that does some processing and opens up the PDF, which these modules don't seem to be able to handle, at least from what I have read here. For example, when I do the following:,it just get back the containing HTML page - I just can't seem to extract the PDF (there are no links to it inside that page, either).,I know by looking through the headers in a real browser (using the LiveHTTPHeaders extension in Firefox) that a lot of HTTP requests are made and eventually the PDF is returned (and displayed in the browser). I would like to be able to intercept this and download it. Concretely, I get a series of 302 and 304 responses, eventually leading to the PDF.,Here is an example of a link attribute that I am crawling:
href='javascript:open_window_delivery("","");',It seems that if I execute this JavaScript embedded in the href attribute, I can eventually reach the PDF document itself. I've tried with selenium, but it is a tad confusing - I'm not quite sure how to use it upon reading its documentation. Can someone suggest a way (either through a module I haven't tried or through one that I have) that I can do this?,Thank you very much for any help with this.,P.S.: in case you would like to see what I am trying to replicate, I am trying to access the PDF links mentioned above on the following page (the ones with the PDF icons):):
","javascript:open_window_delivery(""http://bibliotecadigitalhispanica.bne.es:80/webclient/DeliveryManager?application=DIGITOOL-3&owner=resourcediscovery&custom_att_2=simple_viewer&forebear_coll=1333&user=GUEST&pds_handle=&pid=1673416&con_lng=SPA&rd_session=http://bibliotecadigitalhispanica.bne.es:80/R/7IUR42HNR5J19AY1Y3QJTL1P9M2AN81RCY4DRFE8JN5T22BI7I-03416"");,That URL leads to a 302 page. If you follow it, you end up at a frame page, where the bottom frame is the content page.,(lib)curl can follow 302 pages. ,Javascript isn't the problem so far. Then you are at single_viewer_toolbar2.jsp, where the function setLabelMetadataStream puts together the url for the pdf, before submitting that to its iframe ""sendRequestIFrame"".,I see 3 possibilities:,I recommend learning more about Selenium, it seems the easiest.",2k,6.0,,,,,,,,,
4536,,https://stackoverflow.com/questions/5498701/c-stdasync-vs-async-await-in-c-sharp,Accepted,2011-03-31 10:54:25Z,2013-12-22 08:46:36Z,Guillaume07,,2,"c#,c++,asynchronous,async-await",C++ std::async vs async/await in C#,"I'm wondering if the new c++ feature , is quite comparable to the two C# keywords async/await or not and if not why?","Not really, assuming I'm reading , correctly.,C# 5's async/await feature involves a complex compiler transformation of the asynchronous method so that you can write code which looks pretty much synchronous, but has points of asynchrony. The compiler builds a state machine for you, creates appropriate callbacks etc.,EDIT: While I previously believed that , simply forced you to pass in a callback explicitly, it looks like it's even more primitive than that. Either way, I believe it's mostly/completely a , feature whereas C# 5's asynchronous methods are mostly a , feature with library support.,EDIT: As noted further in comments, it ,...",10k,19.0,,,,,,,,,
2671,,https://stackoverflow.com/questions/43933897/set-environment-variables-by-file-using-python,Undetermined,2017-05-12 09:16:38Z,2020-02-04 21:50:14Z,user092,,3,"python,linux,shell",set environment variables by file using python,"I have a file contains set of environment variables .,env_script.env:,I want set these environment variables by reading from file .
how can i do this in python,Tried sample code:,Please give some suggestion","There's a great python library , that allows you to have your variables exported to your environment from a , file, or any file you want, which you can keep out of source control (i.e. add to ,):,And you just load it in python when your start like:,Then, you can access any variable later in your code:",12k,9.0,,,,,,,,,
4685,,https://stackoverflow.com/questions/6649125/calling-java-methods-in-javascript-code,Accepted,2011-07-11 11:03:46Z,2018-02-21 08:41:32Z,Nadya Nux,,2,"java,javascript",calling java methods in javascript code [closed],"i created a java class content method return a String, my question is how to call this function in my javascript code to use the returned value from the java method. I want to call client-side Java code embedded in browser.,here is an exemple of what im talking about:,in my webpage i have a javascript code, here is some of it:,i want to create a java class content methods to provide data to this javascript function ""GanttTaskInfo"".
for exemple function to get name, get id and date.
well i think this time im clear :D
i searched a way to call java methods in javascript, and i found applets as you said, but i think its not usefull to me.
thanks again"," The bridge between the Java and JavaScript programming languages, ,. Formerly Mozilla-specific LiveConnect functionality, such as the ability to call static Java methods, instantiate new Java objects and reference third-party packages from JavaScript, is now available in all browsers. ,Below is example from documentation. Look at ,.,Java code:,Web page and JavaScript code:",128k,21.0,,,,,,,,,
2837,,https://stackoverflow.com/questions/51585831/get-info-by-javascript-in-laravel,Undetermined,2018-07-30 01:03:24Z,2018-10-19 17:41:18Z,mafortis,,5,"javascript,php,html,laravel,eloquent",Get info by javascript in laravel,"I'm trying to get specific column from second table by javascript and return data of it to my view but i'm not sure how it can be done.,so far this is my codes (I am aware that specially my controller method has identifying issue to find te right data),I'm trying some changes in my code but I can't get right ,that's how my database look like and as results for quantity between , to , i get , while i have to get , from , to ,.,From number , to , i get no results at all.,From number , to up all i get is ,Any idea?","The main problem comes from your eloquent statement, you should use the , in both conditions with , operator using the , helper, so it should be like :,But you need really to take a look to your JS structure, I suggest to split your code to function for the DRY concept, first the event listener like :,Then the helper functions to call :,I guess you've a simple HTML structure, so it should work this way, why I suggest here if never using the php variable like , & , directly inside your JS code instead attach the values you want to hidden inputs and get the value of these input's using the JS :",8k,9.0,,,,,,,,,
662,,https://stackoverflow.com/questions/8884480/starting-and-killing-java-app-with-shell-script-debian,Accepted,2012-01-16 18:21:08Z,2012-01-18 12:45:00Z,rMaero,,5,"java,linux,shell,debian",Starting and killing java app with shell script (Debian),"I'm new to UNIX. I want to start my java app with a script like so:,This is supposedly working. It does run the app and it does write the pid file. But when I try to stop the process with a different script which contains this:,the console gives me this error:,My best guess is that I'm not writing the right code in the stop script, maybe not giving the right command to open the .pid file.
Any help will be very appreciated.","You're passing a file name as an argument to , when it expects a (proces id) number, so just read the process id from that file and pass it to ,:",7k,6.0,,,,,,,,,
4972,,https://stackoverflow.com/questions/18441194/how-to-call-a-c-sharp-function-from-javascript,Accepted,2013-08-26 09:44:31Z,2018-06-25 22:43:46Z,IamNumber5,,7,"javascript,c#,asp.net,code-behind",How to call a C# function from JavaScript?,"I want to call ,, a C# function in code-behind, from JavaScript. I tried the code below but whether the JavaScript condition is , or ,, , was called regardless!,JavaScript code:,C# code behind:,How do I call a C# function from JavaScript?",You can use a Web Method and Ajax:,211k,28.0,Yes,"SA2.1, SA2.2, SB1",,36.0,Embedding,Coding,,,
2996,,https://stackoverflow.com/questions/7809473/why-is-this-so-much-slower-in-c,Accepted,2011-10-18 15:06:51Z,2015-09-05 11:59:19Z,Dollarslice,,9,"c#,c++,io",Why is this so much slower in C++?,"I have converted this simple method from C# to C++. It reads a path table and populates a list of lists of ints (or a vector of vectors of ints).,A sample line from the path table would be something like,I realise there are better ways of doing this in general, but for now I just want to know why my C++ code is taking , much longer. e.g. 10 minutes as opposed to 10 seconds with the C# version. Here is my C++ code. I'm guessing I've done something a bit drastically wrong.,Here is the C# version:,Sorry this is so specific, but I'm stumped.,EDIT - A lot of people have said they have tested this code, and it takes mere seconds for them. All I know is, if I comment out the call to this function, the program loads in seconds. With the function call it takes 5 minutes. Almost exactly. I'm really stumped. What could the problem be?,Here is the , it's using.,EDIT - I tried running the function in a program on its own, and it took a few seconds, but I'm afraid I don't know enough to be able to know how to fix this problem. Obviously it's not the code. What could it be? I checked where it's being called to see if there were multiple calls, but there aren't. It's in a constructor of the game's level and that is only called once.,EDIT - I understand that the code is not the best it could be, but that isn't the point here. It runs quickly on its own - about 3 seconds and that's fine for me. The problem I'm trying to solve is why it takes so much longer inside the project.,EDIT - I commented out all of the game code apart from the main game loop. I placed the method into the initialize section of the code which is run once on start up. Apart from a few methods setting up a window it's now pretty much the same as the program with ONLY the method in, only it STILL takes about 5 minutes to run. Now I know it has nothing to do with dependencies on the pathLookupVectors. Also, I know it's not a memory thing where the computer starts writing to the hard drive because while the slow program is chugging away running the method, I can open another instance of Visual Studio and run the single method program at the same time which completes in seconds. I realise that the problem might be some basic settings, but I'm not experienced so apologies if this does disappointingly end up being the reason why. I still don't have a clue why it's taking so much longer.","Based on your update it is pretty clear that the function you posted by itself is not causing the performance problem, so while there are many ways in which you can optimize it it seems that is not going to help.,I presume you can reproduce this performance problem every time you run your code, correct? Then I would like to suggest that you do the following tests:,: So you say that a release build is fast. That likely means that the library functions that you use in this function have slow debug implementations. The STL is know to be that way.,I'm sure you need to debug other parts of your application and you don't want to wait all those minutes for this function to complete in debug mode. The solution to this problem is to build your project in release mode, but change the release configuration in the following way:,With the above changes you will be able to debug the parts of the release binary that were configured as above just like you do it in the debug build.,Once you are done debugging you will need to reset all those settings back, of course.,I hope this helps.",1k,10.0,,,,,,,,,
2487,,https://stackoverflow.com/questions/24621889/minimal-example-of-wrapping-c-code-with-cython-passing-int-and-struct,Accepted,2014-07-08 00:13:33Z,2015-01-03 04:55:31Z,Solar_code,,1,"python,c,cython,word-wrap",Minimal example of wrapping C code with Cython- passing int and struct,"The code that I show below works, ,.,I am using:,This code is taken primarily from , and ,, but unfortunately did not work for me 'out of the box'.,The goal of this wrapping to provide access through Python to a trivial C function, which accepts either integers or a structure of integers and adds them together.,There are 5 files needed for this, described below: ,and the process produces two files,The input files are below: ,I was able to successfully create a .so file by running ,In the same directory as the above files. It is then possible to load , into the namespace of a python interpreter. ,In the setup declaration, I have included , as an auxiliary module., I get the following error when I import the , file:,Is there a step that I am missing which would mean that I don't need to explicitly pass , along with my setup command? Am I opening myself up to some potential instability by doing this? ","The , file needs to be referenced somewhere so it knows where to find the implementation of ,.  As you discovered, listing , as an additional source file works.  A more common way to use external (shared) C libraries is to compile it as libadder.so and link it via the , parameter in your Extension declaration.,For something this simple you could also just write,or put the entire implementation in the .h file.",3k,9.0,,,,,,,,,
4465,,https://stackoverflow.com/questions/9213883/in-java-what-is-idiomatically-most-similar-to-raising-a-python-valueerror,Accepted,2012-02-09 15:39:18Z,2019-03-05 15:53:40Z,Salim Fadhley,"19,012",3,"java,python",In Java what is idiomatically most similar to raising a Python ValueError?,"If I were writing a Python function which received an argument with the correct type, but a value out of bounds, then I might throw a ValueError or one of its sub-classes.,For example, suppose I had a function which added up the prices on an invoice. If one of the prices had a negative value or one of the item-counts was not positive and non-zero I might raise VE.,My current project is in Java, but the situation is the same:,A pricing function accepts only numbers within a specific range - what's the most sensible kind of exception object to throw that tells another Java developer their input is out of that sensible range?","The standard library defines ,:",5k,18.0,,,,,,,,,
3955,no,https://stackoverflow.com/questions/8748/should-i-move-from-c-to-python-or-another-language,Accepted,2008-08-12 12:24:41Z,2018-03-13 17:18:20Z,Jarod Elliott,"14,750",13,"c++,python,linux",Should I move from C++ to Python? ?€? Or another language? [closed],"In the company I work for, we do a lot of file-based transaction processing. The processing centers around the conversion of files between numerous formats to suit numerous systems in numerous companies.,The processing almost always involves an , stage and can include a lot of text parsing, database lookups, data conversion and data validation.,Currently the programs performing all these tasks are written in , and they perform quite quickly all on one average server. I'm investigating the possibilities of using a more ""modern"" language that newer graduate programmers are more likely to be familiar with. (Correct memory allocation in , seems to causes problems with a lot of newer programmers these days),Based on the brief information provided, would a language such as python provide the required functionality and performance, as well as addressing the memory allocation (and various other , related) problems which arise?,I like the idea of not needing to compile the programs each time we make a change. I understand that the interpreted languages probably wont hit the same performance we currently get.,Our systems are , based which also restrict some options.,Any comments on the functionality and performance available with , or suggestions of alternative languages would be much appreciated.","This is the biggest issue; can you live with the performance hit. You could try to use Python and , for the performance heavy parts. Still, switching your entire system seems like a big effort if the only reason is the lack of C++ talent. Hiring people who know C++ seems like the cheaper option.",10k,15.0,,,,,,,,,
3448,,https://stackoverflow.com/questions/11114277/execute-perl-in-php,Undetermined,2012-06-20 06:52:06Z,2015-07-10 14:07:38Z,Suresh kumar,,1,"php,perl,shell,exec",Execute perl in PHP [duplicate],"I want to execute a perl script through PHP. I use , to execute the perl script. It works in my machine but does not work on the server. The Server is based on CentOS Linux.,I gave full permission (777) to both the PHP and the perl script file. When I try to execute, I get the following error in error_log,I tried to execute using the following ways,I also tried by using the , function,Nothing happening when I try this.,I also tried to execute perl by using the , function,When I execute this line, , prints 127 and nothing happens in the script.,I checked whether file is executable or not with the , function. It shows that the file is not executable.,Code as below ,If I execute perl through the terminal, it works fine but when I try to execute through PHP, it is not working. ","Use full path to execute the script.,Regards,",35k,11.0,,,,,,,,,
1449,,https://stackoverflow.com/questions/48082043/calling-c-sharp-code-within-python3-6,Undetermined,2018-01-03 17:12:53Z,2021-01-06 22:23:09Z,Skanda Avadhani,,1,"c#,python,.net,python.net,pythonnet",Calling C# code within Python3.6,"with absolutely no knowledge of coding in C#, I wish to call a C# function within my python code. I know there's quite a lot of Q&As around the same problem, but for some strange reason, i'm unable to import a simple c# class library from a sample python module. ,Here's below as to what i've done - ,I'm using the VS 2017 CE. ,I create a new project , under the type of , ,The classes inside the project are as follows - ,This was built successfully, generating the , file under the , dir as ,Now, I switch over to python3.6 (running on a virtualenv, backed with pythonnet 2.3.0) ,When i Run ,, the code fails with the error - ,Should the code be - ,I get - ,But when i ran the code below, the code runs as expected - ,I've no idea of what i might be missing :( ","This is really janky but how I like to do things that are personal projects.
Python lets you send stuff to the command line really easily. C# can be run from command line. You probably see where I'm going with this.,Try adding C sharp to PATH. import os to python. then use this line of code when you want to run the C# script:,perhaps I've misunderstood, but this is how I would make it work on my machine",3k,7.0,,,,,,,,,
1297,,https://stackoverflow.com/questions/15053127/equivalent-of-cs-stdbind-in-java,Accepted,2013-02-24 15:13:21Z,2016-05-14 14:12:28Z,user2104658,,5,"java,c++,functional-programming,bind",Equivalent of C++'s std::bind in Java?,Is there a way to bind parameters parameters to function pointers in Java like you can with std::bind in C++?  What would the Java equivalent of something like this be?,"This is as close as I think you can get to a line by line translation, , does not map 1:1 to any Java construct;",3k,7.0,,,,,,,,,
91,,https://stackoverflow.com/questions/33293538/compiling-c-from-php-with-exec-error-trying-to-exec-cc1,Undetermined,2015-10-23 01:40:23Z,2021-01-21 11:25:13Z,Marco Feregrino,,2,"php,c,gcc,exec,shell-exec",Compiling C from PHP with exec error trying to exec 'cc1',"I am trying to compile a C program from PHP with exec, and with the Laravel Framework. But I dont think this is the problem, because I can compile and execute C programs from terminal without problems. And if you know from tinker in Laravel 5, so the problem is from PHP. But I can`t find the error I think the problem is form different versions of GCC but why let me compile from terminal.,I get this error when I do that from PHP. If I compile from terminal it works but from php not.,AND I GET THIS !!,I checked the permissions and are right (in fact I did chmod 777 in my desperation).,Also I tried to reinstall everything, but it does not work.","The problem is that your application when invoked through a browser functions through the user that is processing the Apache instance. If this is not the root (or another privileged user), then it may not have access. Also, this will , dictate what directory the application attempts to execute from.,When you execute from the CLI, the user is whomever owns the instance of the terminal (unless , of course).",351,6.0,,,,,,,,,
2301,,https://stackoverflow.com/questions/52367826/custom-plus-and-minus-quantity-buttons-in-woocommerce-3,Accepted,2018-09-17 12:32:12Z,2020-10-26 10:29:40Z,Kai,,2,"javascript,php,jquery,woocommerce,product-quantity",Custom plus and minus quantity buttons in Woocommerce 3,"I?€?m building custom WordPress and WooCommerce theme and adding custom plus and minus buttons to ,. The buttons do update quantity input's value and I also receive ""Item has been added to your cart"" notification (on Product page) when I submit Add to Cart. But the cart page doesn?€?t show any items, neither says the cart is empty.,I can not work out which WooCommerce JS function I?€?m suppose to hook into, neither how to hook into it. Could I ask for help please?!
Thanks in advance!,My HTML layout:,My custom jQuery function:","Your First code part is made from a customization of , Woocommerce template code?€? ,So for testing, I have changed partially that , template code with the following (very near to your code):,Now the necessary CSS and revisited jQuery code functions:,Code goes in function.php file of your active child theme (or active theme). Tested and works.,The quantity buttons ""plus"" and ""minus"" work perfectly and are displayed this way:,Products are added to cart with the correct quantity: ,if you change the quantity field value with plus and minus buttons, the ""Update cart"" button is activated when any quantity field change.,When you click on ""Update cart"", the quantities as correctly updated.",32k,8.0,,,,,,,,,
4879,,https://stackoverflow.com/questions/21153805/convert-php-associative-array-into-javascript-object,Accepted,2014-01-16 05:11:19Z,2020-04-14 16:11:19Z,Growler,"10,908",5,"javascript,php,jquery,arrays",convert php associative array into javascript object,"I'm trying to load Chinese words as keys, and their English translations as values from a database into a php array so then I can use them on the client side in JavaScript. So I load the PHP key:value pairs into the JavaScript array and try to output the results as key value pair as such:,Chinese and English words are loaded in a relational database.,:,: Here I want the $.each to output the key as a string, and not a number index. So when I tried , as an array, I got:,When I'm really looking for:,So I changed , to be an object so that , could output key as string:,Which throws error: ","You can use , to make , as an , like,",49k,25.0,Yes,"SA1, SA2.1, SA2.2, SB1, SB2",,53.0,Data handling,Coding,,Data format/compatibility,
2915,,https://stackoverflow.com/questions/44948375/setting-stdout-to-non-blocking-in-python,Undetermined,2017-07-06 12:04:13Z,2017-07-07 01:08:55Z,Andrew Parker,,1,"python,c,posix,nonblocking,fcntl",Setting stdout to non-blocking in python,": I'm hacking around here out of curiosity. I have no specific reason to do what I'm doing below!,Below is done on , on ,I was hacking around with python and I thought it'd be interesting to see what happened if I made , nonblocking,The call to , is definitely successful. I then try to write a large amount of data (bigger than the max buffer size of a pipe on OSX - which is 65536 bytes). I do it in a variety of ways and get different outcomes, sometimes an exception, sometimes what seems to be a hard fail.,This always throws the exception ,. Makes sense I think. Higher level file object wrapper is telling me the write call failed.,This sometimes throws the exception , or sometimes there is no exception caught and I see the following output:,This sometimes throws the exception , or sometimes there is no exception caught and I just see ""Slept"". It seems that by ,ing ""Slept"" I don't get the error message from Case 2.,Always okay!,This is sometimes okay or sometimes prints the , error message.,My question is, why does this fail like this in python? Am I doing something fundamentally bad here - either with python or at the system level? ,It seems like somehow that writing too soon to stdout when the write already failed causes the error message. The error doesn't appear to be an exception. No idea where it's coming from.,N.B. I can write the equivalent program in C and it works okay:","This is interesting. There are a few things that I've found so far:,This is because , will either write all of the string or throw an exception, which isn't the desired behavior when using ,. When the underlying call to  , returns , (Errno 35 on OS X), it should be tried again with the data that is remaining. , should be used instead, and the return value should be checked to make sure all the data is written.,This code works as expected:,I suspect that this error message is due to 
,:,I'm not sure why it's sometimes being called. It may be because there is a , in the , statement which is trying to use the same , that a write just failed on.,This is similar to Case 1. This code always works for me:,Make sure you check the return value of ,, I suspect that the full 65537 bytes are not being successfully written.,This is similar to Case 2.",2k,10.0,,,,,,,,,
4525,no,https://stackoverflow.com/questions/28951359/is-phps-password-verify-safe-against-extremely-long-passwords-dos-attack,Accepted,2015-03-09 20:42:48Z,2018-10-29 08:14:27Z,Sliq,"14,130",1,"php,c,security,hash",Is PHP's password_verify() safe against extremely long passwords (DoS attack)?,"In 2013 Django had a general vulnerability as an attacker could create extremely intense CPU calculations via very large passwords [,]. I'm unsure if this is still possible when using PHP's , and other password-hashing methods without any further checks.,The , however does not limit the passed argument directly (maybe on a deeper level inside the bcrypt algorithm ?). Also, the , does not limit the argument.,Is , (and other functions of the same function set) vulnerable against DoS via maxed out POST parameters ? Please also consider site-wide config situations of POST upload sizes much larger than 4MB.","The password is limited to 72 characters internally in the crypt algorithm. ,To see why, let's look at ,'s source: ,The , field is a simple , field. So there's no length information. All that's passed is a normal pointer.,So if we follow that through, we'll eventually land at ,.,The important part is the loop:, is defined to be 16. So the outer loop will loop 18 times (,).,The inner loop will loop 4 times. 4 * 18 == 72.,And there you have it, only 72 characters of the key will be read. No more.,Now, there's an interesting side-effect to that algorithm. Because it uses C-Strings (strings terminated by a , null byte), it's impossible for it to use anything past ,. So a password that contains a null-byte will lose any entropy past it. Example: ",2k,19.0,,,,,,,,,
5235,no,https://stackoverflow.com/questions/11094481/capturing-a-single-image-from-my-webcam-in-java-or-python,Accepted,2012-06-19 04:40:52Z,2020-09-15 09:05:04Z,Matthew G,,6,"java,python,webcam,image-capture,javacv",Capturing a single image from my webcam in Java or Python,"I want to capture a single image from my webcam and save it to disk.  I want to do this in Java or Python (preferably Java).  I want something that will work on both 64-bit Win7 and 32-bit Linux.,EDIT: I use Python 3.x, not 2.x,Because everywhere else I see this question asked people manage to get confused, I'm going to state a few things explicitly:,EDIT2: I was able to get Froyo's pygame example working on Linux using Python 2.7 and pygame 1.9.1.  the pygame.camera.camera_list() call didn't work, but it was unnecessary for the rest of the example.  However, I had to call cam.set_controls() (for which you can find the documentation here ,) to up the brightness so I could actually see anything in the image I captured.,Also, I need to call the cam.get_image() and pygame.image.save() methods three times before the image I supposedly took on the first pair of calls actually gets saved.  They appeared to be stuck in a weird buffer.  Basically, instead of calling cam.get_image() once, I had to call it three times every single time I wanted to capture an image.  Then and only then did I call pygame.image.save().,Unfortunately, as stated below, pygame.camera is only supported on Linux.  I still don't have a solution for Windows.","On windows it is easy to interact with your webcam with pygame:,I haven't tried using pygame on linux (all my linux boxen are servers without X), but this link might be helpful ",142k,45.0,,,,,,,,,
3517,,https://stackoverflow.com/questions/59683246/why-is-the-address-of-a-function-different-on-each-execution,Accepted,2020-01-10 14:01:55Z,2020-01-10 22:43:40Z,Holomorphic21,,2,"c++,c",Why is the address of a function different on each execution? [duplicate],"The address of executable code is decided at link time, isn't it?,example output #1:,example output #2:","On many modern systems, at link time it will determine the address of the function relative to the base address module. When the module (exe, dll, or so) is loaded, , gives it a different base address.,This is for security, it means the addresses of functions is not predictable. This means certain attacks that might for example overflow a stack variable to overwrite the return address or a function pointer with some other function (for malicious purposes), can't easily predict what address to overwrite it with, it will vary from run to run.,The ability to relocate the base address also solves the practical problem of a conflict, if you load a.dll and b.dll which were independently compiled for the same base address, that won't work, so being able to relocate one resolves the conflict.,At the machine code level, this is fine because most jumps and calls use a relative instruction offset, not an absolute. Although certain constructs are dynamically patched when the module is loaded, or use some form of ""table"" that is populated with the correct addresses.,See also ",697,11.0,,,,,,,,,
5442,no,https://stackoverflow.com/questions/11714941/how-can-i-send-json-response-in-symfony2-controller,Accepted,2012-07-30 03:03:19Z,2019-12-13 18:04:41Z,Mirage,"28,874",5,"php,javascript,json,symfony",How can I send JSON response in symfony2 controller,"I am using , to edit my form which is built in ,.,I am showing the form in , dialog and then submitting it.,Data is entering correctly in database.,But I don't know whether I need to send some , back to ,. Actually I am bit confused with , thing.,Suppose I have added a row in my table with ``jQuery and when I submit the form then after data is submitted I want to send back those row data so that I can dynamically add the table row to show the data added.,I am confused how can get that data back.,This is my current code:,This is just the template with success message."," and higher,You have special , class, which serialises array to JSON:,But if your problem is , then you should have a look at ,Assuming that you have it installed, you'll have simply to do,You should also check for similar problems on StackOverflow:  ",170k,93.0,,,,,,,,,
3010,,https://stackoverflow.com/questions/34461220/synchronous-parallel-process-in-c-sharp-c,Accepted,2015-12-25 08:20:47Z,2015-12-25 10:40:46Z,carimus,,3,"c#,c++,multithreading,parallel-processing,synchronous",Synchronous Parallel Process in C# / C++,"I have an array x[] containing data. Also there is an array of ""system states"" c[]. The process:,Is there any efficient way to find the values of , and , on 2-core system using 2 parallel threads? I mean the following (in pseudo-code):, and , are not time consumptive, but have to be calculated many times, so desired speedup is about x2. See the diagram for graphical representation:,Looking for code examples for Windows.","If I understand you right, ,It means that the only process which you can do separately is calculating , and ,.,That's how I see it in C#:,This will run two separate threads, which will calculate , and , respectively. After both , and , are calculated, it will set , value, and run the next iteration.,  ",406,10.0,,,,,,,,,
2731,,https://stackoverflow.com/questions/24466203/how-to-remove-java-apis-from-nashorn-engine,Accepted,2014-06-28 11:11:40Z,2014-06-29 21:08:54Z,pasuna,,5,"java,javascript,nashorn",How to remove java apis from Nashorn-engine?,"Is it possible to hide or remove java api's from nashorn-engine?
So that it could only see or use ""default"" ECMAScript 262 Edition 5.1 with some especially exposed functions / variables? ,I would like to let my endusers create some specific logic for their own without worrying they could hack the whole system. Of course there might be some security holes in the nashorn engine etc. but that is the different topic.,Edit: Sorry I forgot to mention that I am running nashorn inside my java application, so no commandline parameters can be used.","OK, here is sample class with some limiting arguments:,more info about flags can be found from here: ,(imho atm the nashorn documentation is poor)",5k,9.0,,,,,,,,,
5101,,https://stackoverflow.com/questions/23066756/what-are-tracepoints-used-for,Accepted,2014-04-14 17:48:00Z,2019-03-28 14:10:45Z,Jude,,3,"c#,c++,asp.net,visual-studio,debugging",What are tracepoints used for?,They can only be placed on method names. How are they used and what are they for?,"The Debugger team has a good blog post on this subject with examples as well: ,Tracepoints are not a new feature at all (they been in Visual Studio since VS 2005). And they aren't breakpoints per se, as they don't cause the program execution to break. That can be useful when you need to inspect something, but not stop the program as that causes the behavior of a bug not to repro, etc. ,Tracepoints are an attempt to overcome the case when you can't stop the program to inspect something as that will cause some behavior not to repro, by allowing a breakpoint to log information to the debug output window and continue, without pausing at the UI.  You can also do this with macros, but it can be more time consuming. ,To set a tracepoint, first set a breakpoint in code.  Then use the context menu on the breakpoint and select the ?€?When Hit...?€? menu item.  You can now add log statements for the breakpoint and switch off the default Stop action, so that you log and go.  There is a host of other info you can add to the log string, including static information about the location of the bp, such as file, line, function and address.  You can also add dynamic information such as expressions, the calling function or callstack.  Things like adding thread info and process info, can help you track down timing bugs when dealing with multiple threads and/or processes.",18k,35.0,,,,,,,,,
