accepted,active,ans_num,answer,author,combination,link,question,reputation,time,title,viewed,vote
Undetermined,2016-05-12 21:54:38Z,2,"If you do decide to go the C++ route (and that does offer the best performance of any language), there's this great open source Websocket library that does all the heavy lifting for you. Its header-only and uses just boost. It comes with example code and documentation:
,Here's a complete program that sends a message to the echo server:",Luke,"javascript,c++,node.js,performance,server",https://stackoverflow.com/questions/36831204/mmo-websocket-server-node-js-or-c,"I have been thinking of making a real-time game with WebSockets for the web. I know how to use Node.js, and it is tempting to make it on there. But everywhere I look, C++ seems to be the popular server language because of its speed.,Should I give making it in Node.js a go, and worry about C++ later, or should I learn C++ now and make it in there from scratch?",reputation score ,2016-04-25 02:35:59Z,MMO WebSocket Server: Node.js or C++?,"
                        4k times
                    ","
            6
        "
Accepted,2020-01-28 07:55:29Z,3,"The , project allows you to to generate Javascript from C and C++:,and through methods like , you can call C functions:,Using the example from the site, this C++ code which used , to prevent name mangling:,can be compiled like so:,and used in Javascript:, can be used for C++ functions and classes. The quick example from the site is as follows:,and compile:,and use in Javascript:",Conor O'Brien,"javascript,c++,cross-platform,emcc",https://stackoverflow.com/questions/27198437/is-there-a-way-to-use-c-in-javascript,"From ,, I found out that JavaScript is written in C++. I also have found out/deduced that a majority of JavaScript is C++ (e.g. , and , yielding ,). The , I assume to be C++, else what would be the point of 'hiding' it?,My question is there a way to utilize C++ in JavaScript? To use it in a function or in the JavaScript platform?",reputation score ,2014-11-29 03:06:23Z,Is there a way to use C++ in JavaScript?,"
                        14k times
                    ","
            6
        "
Undetermined,2016-05-12 11:52:19Z,1,"Boost.Asio doesn't directly support WebSocket but there's this great open source library out there which is very closely modeled to Boost.Asio and works the way that you expect. You might give it a try, its header-only and uses just boost. It comes with example code and documentation:
,Here's a complete program that sends a message to the echo server:",dimitris93,"javascript,c++,sockets,websocket,boost-asio",https://stackoverflow.com/questions/36561179/does-boostasio-support-websockets,"I posted a , earlier asking why does my server (written in C++ and ,) can't connect with a client (written in Javascript). Is the problem that the Javascript Websockets are different than , sockets ? Does , not support websockets ? What is the easiest way to work this out ?",reputation score ,2016-04-11 23:43:00Z,Does boost::asio support websockets?,"
                        4k times
                    ","
            6
        "
Accepted,2014-01-30 23:36:14Z,3,"You can just place references to your functions in an array. For example:,Of course, you can just as easily use anonymous functions like this:",,"javascript,c++,arrays,pointers,function-pointers",https://stackoverflow.com/questions/21444254/array-of-function-pointers-in-javascript,"How can one implement an array of function pointers in JavaScript within their XHTML document? Today we learned in lecture how to implement JavaScript functions in an XHTML document, but what about arrays of function pointers? Can I pop a bunch of functions in an array and dereference them by index as one does in C++? Just curious...",,2014-01-29 22:41:56Z,Array of Function Pointers in JavaScript?,"
                        2k times
                    ","
            6
        "
Accepted,2017-08-27 18:41:45Z,1,"I figured out myself. The mistake was that I was running the script each time in all functions. Rather, I should run just once in the constructor like compiling.  ",Kavin Mani,"javascript,c++,v8,embedded-v8",https://stackoverflow.com/questions/45900692/how-to-use-the-same-context-across-multiple-functions-in-v8-javascript,"I am new to V8 and trying to create some bindings between my C++ and JS code. The issue is that I am not able to access a global Javascript variable across different Javascript functions. The reason is because each Javascript function is called my different C++ function. I guess the problem with my code is that I am creating a new local context within each C++ function.,:,:,When the above JS code is executed, I get an error that says , is a property of undefined. My understanding is that variable , is not recognized in second function probably because each function is being executed in different contexts. If so, how do I make them execute in the same context? If not, can someone please help me understand and fix the issue?,Any help will be greatly appreciated :)",reputation score ,2017-08-27 00:10:11Z,How to use the same context across multiple functions in v8 Javascript?,"
                        1k times
                    ","
            6
        "
Undetermined,2016-05-13 13:34:53Z,2,"There are other ways to interact between JS and C++.  The most stable way that I've found is to build your own library by wrapping JS functions so that you can call them from C++.,If you want to call Javascript's Math.abs() from C++, you can edit ""src/library.JS"".  In there you'll find a giant map of function names that are available in C++.  If you wanted to call your new function ""JS_Math_abs"", you would add:,Then you would modify your C++ code to specify input and output types.  Add:,Don't get me wrong, this method is more annoying than val should be (were it working properly), but it should also be more efficient in the end.  Once you have the main libraries you need wrapped, you'll find it's very stable.  For the most part, however, it's easy to use the C++ versions of functions like abs().,You can find out more about creating your own libraries here: ",FacePalm,"javascript,c++,llvm-clang,emscripten",https://stackoverflow.com/questions/24525151/how-do-i-pass-objects-from-javascript-to-c-using-emscripten,"I want to pass back a Javascript object from JS to C++ class/method.
I have the following simple code snippet which is not working:,I use the following to compile using emscripten on windows :,I get huge log of errors :,The error is being caused in 'wire.h' which is included in 'emscripten/val.h'.,How do I resolve these errors? Or
Is there any other way to pass objects from JS to C++ ?",reputation score ,2014-07-02 07:22:13Z,How do I pass objects from Javascript to C++ using Emscripten,"
                        2k times
                    ","
            7
        "
Accepted,2014-05-08 16:29:35Z,1,"If you just look at the console, Firefox will tell you whether your asm.js validated or not.  In the case of the script pasted above, I get:,which suggests not.  Line 23 in this case is:,If I replace that line with this:,then the error console says:,which means it all worked fine (and the ""Error"" there is just a bogus quirk of how the JS engine reports success in this case; I filed , to get that fixed).",I LOVE YOU,"javascript,c++,firefox,emscripten,asm.js",https://stackoverflow.com/questions/20596063/how-can-i-check-if-firefox-uses-asm-js-code,So how can I check if it's executed like normal Javascript via for example Google's V8 engine or executed with near native performance using assembly?,reputation score ,2013-12-15 15:17:50Z,How can I check if Firefox uses asm.js code?,"
                        1k times
                    ","
            6
        "
Accepted,2014-07-03 15:24:51Z,1,"And the above tag is in this iframe:,This is from ,Also the , contains the script of how is that done.,I've done 10 min search to find that. Just to know NaCl won't work on other browsers.,If you want pure javascript that will work on all browsers. Use this snippet below. It creates a link that when you click it, it downloads a text file caintaining the , data.
Add an `.innerHTML' attribute like ""Save"", and then you can click it. , has no limits for long attributes.,You can have the , variable be set from a multiline textbox and with a keyevent that  updates its value. Same goes for filename, e.g. ""Saved draft.txt"". You can experiment with other types of data too other than text/plain. To check the other types, search for what a header can take at its data field.,For file load you can check this ",André Amaral Braga,"javascript,c++,google-chrome,google-chrome-extension,google-nativeclient",https://stackoverflow.com/questions/21626869/how-to-use-chrome-extension-functions-nacl-in-my-website,"I have a website and a Google Chrome extension. The extension uses the NaCl API (JavaScript) to write/read files (C++) from user's computer.  ,My question is: Can I load my extension in my website, for example, in an iFrame and keep its functions?,I tried to do it, but it only loads the extension ""visual"" part. The write/read (NaCl) functions didn't work. ,An example to better explain what I wanna do:,
,
,
,Is it possible? How can I do it? ,Here is the code: , ,In my extension index.js file, just has two buttons. Their functions (JavaScript) communicate with the .cc file (through NaCl) to save or load a string in a file on computer. ,As I said, the extension is working fine,  but when I try to load it in my website through an Iframe, it only loads the html (visual). The JavaScript doesn't load, consequently, the C++ neither, as long as the JS calls the C++ functions with NaCl.,Any solution?",reputation score ,2014-02-07 11:41:59Z,How to use Chrome Extension functions (NaCl) in my website?,"
                        1k times
                    ","
            6
        "
Accepted,2011-06-11 05:59:16Z,2,"""All this asynchronization"" is not something that Node.js works very hard to provide as an extra. It is a different view of Web serving that is easy as breathing once you understand how Node.js works.,For example, my colleagues needed a way to wrap a C++ program as a web service, but the program had a significant start-up cost, so they wanted to run just one instance of the program, running in a loop, serving all the web requests. The whole thing in Node.js took less than two screenfuls.,Wrapping a single program that is called for each request can be done in less than ten lines of Node.js. Don't think of asynchronicity as a chore - if you embrace it, Node.js is awesome.,That said, you could go the CGI route, and do it in a bit more standard way, and the end result would be pretty much the same. , may or may not come in handy.",Igor,"javascript,c++,node.js,frontend,backend",https://stackoverflow.com/questions/6314320/designing-javascript-frontend-c-backend-communication,"In my nearest future I will have to make a system with C++ backend and web frontend (requirements). At the moment, I don't know much more about it. I think that Frontend will be triggering data delivery, not backend - so no need for Comet-like things.,Because of possibly little experience in this field, I'd really appreciate your comments about design decisions I made.,First of all, I don't like the option of generating HTML from C++. 
So, C++ backend will have to communicate with Javascript frontend. Simplest option I see here is Ajax. I think it should be ok, so far.,Commucating through Ajax with C++ backend means that backend should be capable of handling HTTP. It'd be nice to separate backend which provides actual data from HTTP handling functionality.,Here I see the place for Node.js. I got an overview of it and this's the place where all my doubts lie.,To have a HTTP handling server on Node.js, which will have the 'data backend' as a Node.js module? I think, it should be ok - but I'm not sure that I really need all this asynchronization, so there may be some simpler options I'm not aware of? How would you make such a system?,Thanks in advance.",reputation score ,2011-06-11 05:38:21Z,Designing Javascript frontend <-> C++ backend communication,"
                        6k times
                    ","
            6
        "
Undetermined,2019-08-17 12:59:59Z,1,"Following this , for this , running locally in c:\Inetpub\wwwroot\WASM\Index.html, in IIS I converted the directory to an application and get a , for squarer.wasm when browsing to ,The error is shown in the Browser Developer Tools console:,To get rid of the 404 add a new Mime Type for Wasm, it's not currently in IIS 10 (or below). ,Click Start > Run > type InetMgr > expand Sites > select the app > Mime Types > Add:,Extension: ,  (dot wasm),
MIMEType:  ,Ref: ",jen,"javascript,c++,webassembly",https://stackoverflow.com/questions/32150597/getting-webassembly-running,"I'm trying to get WebAssembly's polyfill-prototype-1 running:,I have a localhost running a .html file with only the basics (   ) and a call to loadWebAssembly() as specified in ,.,However, when I go to the page I get the error: "", 404 (Not Found)"" because packedURL in load-wasm.js is undefined, which as seen in the afore-cited link, seems to mean that step 2 in ""How it (currently) works"" (i.e. ""The polyfill library starts up a worker containing asm.js code compiled from unpack.cpp concatenated with the glue code in load-wasm-worker.js."") Isn't being called/run/something,I've speculated that I'm not giving it the path to the code to convert or something, but I don't know how to do so.,What am I doing wrong/how do I get it to turn my c++ code into asm.js so it can continue to step 3?",reputation score ,2015-08-21 23:17:36Z,Getting WebAssembly running,"
                        2k times
                    ","
            6
        "
Undetermined,2015-07-22 13:18:36Z,2,"To use head 64 bytes of ,, specify offset and length.",Pawel,"javascript,c++,emscripten,asm.js",https://stackoverflow.com/questions/31550198/emscripten-uncaught-rangeerror-source-is-too-large-multiple-float32arrays,"I'm trying to run a C++ function for 4x4 matrices multiplying. After 2 days it finally works, but not as expected. ,Often parameters are being fed back to the function and then this line:,produces an error ""Uncaught RangeError: Source is too large"",At a glance it looks like it's just a normal Float32Array with 16 elements, but after looking inside it's buffer size it seems to be different,The result are not expected 64 bytes but huge numbers like 3342345. Is this the problem? I found a workaround by manually copying values(like below), returning that and then the problem disappears. Unfortunately it makes my code much slower than operating directly on buffers.,Hopefully this night I'll find a better solution and I want to keep using this function as it's using a compiled C++ code using ASM.JS + SIMD for aninmating multiple characters. In pure JavaScript it's still too slow. Here's the entire function. I'm pretty sure that data2 is taking Emscripten's HEAP with it and I want to aviod it.,Edit: simplified version don't worry about malloc etc","reputation score 10,940",2015-07-21 21:47:56Z,"Emscripten Uncaught RangeError: Source is too large, multiple Float32Arrays","
                        6k times
                    ","
            6
        "
Undetermined,2015-11-20 19:01:21Z,1,"In Visual Studio 2015, you can configure which exceptions you want the debugger to handle.,In following link you can see, how to configure it:
,Read the section,I hope it can help you or anyone.",User2,"javascript,jquery,c++,visual-studio,debugging",https://stackoverflow.com/questions/21698113/debugging-javascript-in-visual-studio-first-chance-exceptions,"I have a project in visual studio (C++). The front end of the project is written in javaScript, it's a simply GUI for the C++ running in a chtmlview window. ,When the project is run in visual studio, in debug mode, I'm getting the following:,There are literally pages of this spat out of the console. I'm finding it very hard to find a way to debug the code. The fact that it must run in a chtmlview window, (Rather than something lovely like Chrome, with its beautiful debugging abilities... ""Yes, Microsoft... You let me down), makes it even harder. I'm using the latest version of my jQuery in my project, apart from that I have a minimum amount of Try/Catches.,Anyone pointed from people who have had to debug javaScript running in chtmlview, that would be much appreciated. ,Other symptoms include the window running horribly slowly after being left to run over night. ,(Note: I'm basically the script monkey on this project, have little/no input on the C++ side of things but have recently rewritten all the javaScript; So you can see my these exceptions are embarrassing me!).",reputation score ,2014-02-11 09:40:41Z,Debugging javaScript in Visual studio. First chance exceptions,"
                        3k times
                    ","
            6
        "
Undetermined,2015-10-16 05:42:52Z,2,"From what I understand you could try the following:,Best to read , first.",mnowotka,"javascript,c++,node.js,stdin,emscripten",https://stackoverflow.com/questions/15980585/how-to-change-emscripten-browser-input-method-from-window-prompt-to-something-mo,"I have a C++ function which once called consumes input from stdin. Exporting this function to javascript using emscripten causes calls to window.prompt. ,Interacting with browser prompt is really tedious task. First of all you can paste only one line at time. Secondly the only way to indicate EOF is by pressing 'cancel'. Last but not least the only way (in case of my function) to make it stop asking user for input by window.prompt is by checking the checkbox preventing more prompts to pop up.,For me the best input method would be reading some blob. I know I can hack library.js but I see some problems:,The best solution would be some kind of callback but I would like to see sime hints from more experienced users.","reputation score 14,740",2013-04-12 20:48:19Z,How to change emscripten browser input method from window.prompt to something more sensible?,"
                        2k times
                    ","
            7
        "
Accepted,2015-06-08 14:20:49Z,1,"One solution, implemented ,, is simply splitting the C++ library in several parts. By moving the code dealing with I/O and locale into a separate library, all the code which can work without this can avoid the static initializer of the I/O subsystem which leads to a dependency on the functions described above. Unfortunately this will also affect ,, for obvious reasons., Since upstream , (first included in release 1.30.6), the system libraries are no longer compiled as a single , file, but instead as a , static library which contains several distinct objects. Of these, only the required ones actually get linked in, which reduces code size for simple cases quite a lot.",MvG,"javascript,c++,emscripten,libc++",https://stackoverflow.com/questions/29452006/omit-some-c-subsystems,"I notice that with emscripten, even relatively small C++ files can quickly be turned into rather huge JavaScript files. Example:,Compile this with a recent emsdk using a command like,The resulting file is over 400k big. With , thrown in I can do,and see what kinds of functions we have there. Here are some examples:,I'm not calling any of this myself, but nevertheless the functions all get included. Probably many of them are included in some virtual function table. The others might be due to some static initializer.,If this were normal code linked against a single shared library somewhere on my HDD; I wouldn't object. But half a megabyte in JavaScript code to be transferred, just for a single shared pointer? There has to be a way to avoid that.","reputation score 52,372",2015-04-04 22:18:54Z,Omit some C++ subsystems,"
                        126 times
                    ","
            6
        "
Accepted,2020-02-07 11:19:47Z,1,You can find the patterns I used in the following repo. It is efficient. It exchanges large typed arrays and primitive-typed values back and forth with Web Workers:,Sohail Si,"javascript,c++,web-worker,emscripten",https://stackoverflow.com/questions/40916582/how-to-interact-with-an-emscripten-web-worker-directly-from-a-native-javascript,"How can I efficiently send a list of arguments into an Emscripten Web Worker from native JavaScript?
My data (set of arguments) is an inhomogeneous combination of large arrays of ,, ,, ,, etc. The example below works, but I cannot use a list, dictionary, or any other way of making a tuple of TypedArrays mixed with int. Currently, unless the input is one single TypedArray, it is converted into a few bytes. For example, the following line will send three single bytes, one for each argument.,My question is in fact, how to encode a tuple into a C struct. I can use libraries such as struct.js but they will be inefficient (needs conversion, and the arguments will not be transferable). What solution Emscripten has for such a case. Note that my special requirement is that I want my JavaScript to , directly into an Emscripten-compiled C++ function, without being mediated by a sender C++ program on the front side, or a receiver JavaScript code on the Worker side.,and the Worker's C++ code is like,which is compiled with Emscripten in the following way:,My API on the web worker needs to send and receive tuples of multiple types, i.e. it will have input and output like the following:",reputation score ,2016-12-01 17:15:45Z,How to interact with an Emscripten Web Worker directly from a native JavaScript front,"
                        862 times
                    ","
            6
        "
Accepted,2013-03-16 03:11:06Z,8,"Hmm, you've asked a laundry list of questions here. I'll pick a couple of the important ones and answer.,As for the rationale for languages like Python... the truth is that many web applications are either I/O bound or database bound. When that's the case it doesn't matter much if the language you're using is not as fast as C++- the bottleneck is elsewhere. Beyond that an awful lot of the core Python routines and data structures are written in C. Python is used to drive the highest level of logic, but most of the work happens in fast native code. It might surprise you to learn that in my current job I write 3D animation software in Python. Of course a lot of what is going on behind the scenes was written in C++. There's a name for this: ""Alternate Hard and Soft Layers."" The reason we use Python is pretty simple- our choices are Python or C++ because of the APIs we write to, and we're several times as productive in Python. I would actually ask what the rationale for the existence of C++ is, but that's another subject (and flamebait ;).),As for the visual presentation issues... traditionally there has been a pretty distinct separation between the server-side logic of an application and the in-browser logic, partially because the only language you can count on being in the browser is Javascript (and even then you can't actually count on it being on, leaving aside the existence of browsers like Lynx.) So you wrote your server logic in some sort of framework like Django, and then you used some Javascript framework to do your front-end stuff, and (in the last few years) you used something like AJAX to let them interoperate a bit more smoothly.,This is still pretty much the dominant paradigm, but things have started to change. A lot of server-side frameworks have started including facilities for generating Javascript in one way or another. And people have started writing compilers that translate from other languages to Javascript. One prominent example is Google's GWT, which translates from Java to Javascript: , There are other examples of this sort of approach though. I did a lot of programming in a common lisp library called parenscript ( ,) a few years ago, and there is the beginning of a Clojure ( ,) library for doing something similar. Also, one of the most interesting set of frameworks around is Seaside/Magritte ( , and ,) which use continuations to manage the state of widgets. There are similar frameworks for scheme and common lisp.,As for html being like assembler, I'm inclined to agree in cases where I am writing the html. I tend to use some sort of abstraction layer to generate html in those cases. But an awful lot of the html in the world is made by designers. Some of them use GUI applications to generate html, and the better ones use text editors. But most of them don't want to deal with anything more complicated than simple templating in html, which is what they know.,One thing you have to understand about the evolution of the web is that http and html were not initially designed to do the kinds of things they are being used for today. And on top of that the major browsers have very often been really broken. And on top of that you have no control over what facilities the user has available to them- they could be using any browser, with or without Java, Javascript, Flash, etc, and with any of a number of permutations of bugsets, depending on the browser. So it's only in the last several years that things have stabilized enough for people to be a little less conservative about the facilities they use on the client side. It's still a good idea to make sure that pages degrade gracefully, when possible. A general purpose web page should be usable in a text browser, though of course many types of web applications can't be made to work in that limited an environment.,HTML 5 is going to shake a lot of this up. But it is going to be a long time before it is safe to assume that everyone is using a browser capable of doing anything from HTML 5, and longer before it is safe to assume that everyone is using a browser that implements all of HTML 5. Anyway, I'd suggest you look around at some of the less visible projects, like Seaside for instance. There is a lot of experimentation going on. But the web has always been a tough environment for this kind of thing.",Mark,"java,python,html,django,mobile",https://stackoverflow.com/questions/3345916/big-picture-questions-regarding-django-java-python-html-and-web-site-developm,"I am trying to get a handle on the state of the art regarding web site development and have several questions. Maybe I'll end up finding most of the answers on my own.  I come from a background of C++ and Windows development, and generally I am befuddled by what seems to be the ad-hoc nature of web development.,I focussed in on Django, after online research of it and Ruby (on Rails).  From what I read, ROR tries to do everything for you behind the scenes and so therefore is slow and unscalable (and overhyped and not ready for prime time). So I have gotten into Django - downloaded Python and Django, the source from a complete Django site, got it running, and so forth.,And the first thing that surprises me about Django, is that there does not seem to be any innovation to speak of regarding actual presentation.  All the innovation would concern  database issues, business logic, reusability of code, etc - but not actually anything new regarding innovative visual controls or graphics for a web-site.  When you build a Django view or template, it will still be making extensive reference to html from what I can see (And presumably also Javascript - but I haven't actually even seen any Javascript in Django templates yet.)  ,And I would have thought previously that html might be analagous to assembler, so a conventional application developer from years past might know and occasionally even use a little assembler, but generally would hardly ever use it, whereas from what I can see, html (and  also CSS and javascript) still have to be mastered and written continually by every web developer, whether they're using Django or anything else.  Is that a true statement?,There is one site in particular that would to me as an end user represent the state of the art for web sites and I would be curious as to what the foundations of such a site might be.  That site is chess.com,  and there are all sorts of facilities for playing chess online with other users, user customization of their account with various graphical effects and so on. Is it most likely Java applets they're using for a site like that? How relevant would Django be for a such a site.  Would Django be used in conjunction with something like Flash or even Java applets?  Also when a site like chess.com is ported to a mobile device, what is used to write it - the same development tools as for the desktop or something completely different (Yes, I have a lot of catching up to do.),Are there in fact complete websites written solely in Java, perhaps using very high level Java API's?  Why would someone say (as I read somewhere) that they despised Java so that is why they had gotten into Ruby on Rails and Django.,And regarding Python (and also PHP) what is the justification for their existence?  First of all, Python is much, much slower than say C++, being interpreted.  Why are websites written in Python or PHP - is platform independence the sole issue here.  I am incredulous that application development is much faster in Python than C++ (aside from the garbage collection issue - is that what the primary reason for Python is - garbage collection.) ,So anyway, a bunch of newbie questions - will probably end up answering most of them myself if they're not answered here. Maybe they're relevant to someone else though.",reputation score ,2010-07-27 16:49:57Z,"Big picture questions regarding Django, Java, Python, HTML and web-site development in general [closed]","
                        2k times
                    ","
            6
        "
Accepted,2015-01-02 16:42:08Z,7,"I would pick Java for this task. In terms of RAM, the difference between Java and C++ is that in Java, each Object has an overhead of 8 Bytes (using the Sun 32-bit JVM or the Sun 64-bit JVM with compressed pointers). So if you have millions of objects flying around, this can make a difference. In terms of speed, Java and C++ are almost equal at that scale.,So the more important thing for me is the development time. If you make a mistake in C++, you get a segmentation fault (and sometimes you don't even get that), while in Java you get a nice Exception with a stack trace. I have always preferred this.,In C++ you can have collections of primitive types, which Java hasn't. You would have to use external libraries to get them.,If you have real-time requirements, the Java garbage collector may be a nuisance, since it takes some minutes to collect a 20 GB heap, even on machines with 24 cores. But if you don't create too many temporary objects during runtime, that should be fine, too. It's just that your program can make that garbage collection pause whenever you don't expect it.",Bijan,"java,python,trading",https://stackoverflow.com/questions/3031225/which-programming-language-for-compute-intensive-trading-portfolio-simulation,"I am building a trading portfolio management system that is responsible for production, optimization, and simulation of non-high frequency trading portfolios (dealing with 1min or 3min bars of data, not tick data). ,I plan on employing Amazon web services to take on the entire load of the application.,I have four choices that I am considering as language.,Here is the scope of the extremes of the project scope. This isn't how it will be, maybe ever, but it's within the scope of the requirements:,Speed is a concern, but I believe that Java can handle the load.,I just want to make sure that Java CAN handle the above requirements comfortably. I don't want to do the project in C++, but I will if it's required.,The reason C# is on there is because I thought it was a good alternative to Java, even though I don't like Windows at all and would prefer Java if all things are the same.,Python - I've read somethings on PyPy and pyscho that claim python can be optimized with JIT compiling to run at near C-like speeds... That's pretty much the only reason it is on this list, besides that fact that Python is a great language and would probably be the most enjoyable language to code in, which is not a factor at all for this project, but a perk.,To sum up:,There is no dealing with millisecond or even second based trades. The only consideration is if Java can possibly deal with this kind of load when spread out of a necessary amount of EC2 servers.,Thank you guys so much for your wisdom.",reputation score ,2010-06-13 05:45:43Z,Which programming language for compute-intensive trading portfolio simulation?,"
                        925 times
                    ","
            6
        "
Accepted,2011-03-25 19:42:09Z,11,"Yes/No.,No traditional language with a ""switch"" statement has this. It does exist in something called ""pattern matching"".,C#, Java, PHP, and Python do not support pattern matching (not completely sure about PHP, but I don't believe it does. Correct me if I'm wrong).,Here's an example in Haskell where pattern matching does exist. Pattern matching is in a lot of functional style languages.,When that function is called, the runtime/compiler/whoever checks it will see if the first function can be called. If it can, it returns that value. It then keeps going until it can find some match that works for the given parameters. The ""_"" is just a way of saying, ""anything can be here, and I really don't care what it is so don't bind the value to a name"". If I cared about the value, I could do:,Now since it usually goes top-down (unlike the switch statement), this is more akin to an if/else than a switch statement which just jumps to the correct spot. It's just a very nice looking if/else. Also, if I reordered it so the most general case was at the top of the file, the other cases would be ignored.,You can also do something similar with templates, but that will only work at compile time.",Bartlomiej Lewandowski,"c#,java,php,python,switch-statement",https://stackoverflow.com/questions/5436983/can-the-switch-statement-have-more-than-one-variable,"The question is based in all the languages that use the switch block (C++, C# PHP , Java , Python and so on). So is it possible to have something like this?",reputation score ,2011-03-25 19:07:20Z,Can the switch statement have more than one variable?,"
                        2k times
                    ","
            6
        "
Accepted,2010-09-21 10:37:20Z,8,"I'm using Orbited right now, it's great!,If you are doing chat or subscription type stuff use , and orbited.,If you are doing 1 to 1 client mapping use ,.,I can give you some code examples if you want.",Kevin Boyd,"java,php,python,ruby,server-push",https://stackoverflow.com/questions/1425048/implementing-server-push,"Read about Server push ,.,
I want to push data to client from my web application in real time.,
I was looking at TCP sockets as one of the options.,
For HTTP I found a variety of frameworks for Java, PHP, Python and others over ,.
However I don't know whether any of these support Push.  ","reputation score 11,311",2009-09-15 03:54:17Z,Implementing Server Push,"
                        3k times
                    ","
            6
        "
Undetermined,2009-06-11 20:36:58Z,6,"Assuming we're talking about the classic (CPython) implementation:,In other words, Python threads are really much less rich than Java's -- not to mention that only one thread per process can in fact run Python code (others may be running C code or waiting).,For anything fancy, i.e. anything beyond Python's limited threading capabilities, it's recommended you use the , module from the standard library -- or switch to implementations of Python that let you use richer threading approaches, such as Jython for the JVM or IronPython for .NET.",,"java,python,multithreading",https://stackoverflow.com/questions/970909/threads-in-java-and-python,"i have few questions about threads in Python and Java...,Tnx!",,2009-06-09 15:49:05Z,Threads in Java and Python,"
                        2k times
                    ","
            6
        "
Accepted,2018-09-27 06:19:23Z,3,"The Java , function is only importing the computational graph (written by , in your Python code), it isn't loading the values of trained variables (stored in the checkpoint), which is why you get an error complaining about uninitialized variables.,The , on the other hand includes all information about a model (graph, checkpoint state, other metadata) and to use in Java you'd want to use , to create session initialized with the trained variable values.,To export a model in this format from Python, you might want to take a look at a related question ,In your case, this should amount to something like the following in Python:,And invoke that via ,And then in Java load the model using:,Hope that helps.",szi,"java,python,machine-learning,tensorflow,protocol-buffers",https://stackoverflow.com/questions/43521439/tensorflow-model-import-to-java,"I have been trying to import and make use of my trained model (Tensorflow, Python) in Java.,I was able to save the model in Python, but encountered problems when I try to make predictions using the same model in Java.,, you can see the python code for initializing, training, saving the model.,, you can see the Java code for importing and making predictions for input values.,The error message I get is:,I believe, the problem is somewhere in the python code, but I was not able to find it.",reputation score ,2017-04-20 13:48:47Z,Tensorflow model import to Java,"
                        9k times
                    ","
            6
        "
Accepted,2016-10-20 16:59:39Z,1,"Use a , and then propagate the identity via ,. This allows you to have a central policy for authentication.,The interceptor can retrieve the identity from ,. It , the identity. The validated identity can then be communicated to the application (i.e., ,) via ,:",Zack,"java,python,request,metadata,grpc",https://stackoverflow.com/questions/40112374/how-do-i-access-request-metadata-for-a-java-grpc-service-i-am-defining,"For some background, I am attempting to use , in order to provide security for some services I am defining.,Let's see if I can ask this is a way that makes sense. For my python code, it was pretty easy to implement the server side code. ,So, as you can tell, I am able to get the metadata from ""context"" quite easily. What is harder for me is to do the same thing in java.,I'll admit my problem comes from a few directions.,1) I am not well versed in Java,2) I heavily used python's ""pdb"" in order to debug the classes and see what methods are available to me. I don't know of/am not proficient at a similar tool for java.,3) The documentation seems rather sparse at this point. It shows you how to set up an ssl connection on the server side, but I can't find an example of the server taking a look at request metadata, as I have shown in python.,Could someone please give me an idea of how to do this, or perhaps show me a useful debugging tool for java in the same vein of python's pdb?,EDIT/ANSWER :,I needed to first write a definition implementing the interface ServerInterceptor.,Then, before actually binding my service and building my server, I needed to do this.,Now I was able to create the server.,This allowed my ServerInterceptor to actually be called when I fired off a client side request., was quite helpful in figuring this out.","reputation score 11,546",2016-10-18 15:32:58Z,How do I access request metadata for a java grpc service I am defining?,"
                        7k times
                    ","
            6
        "
